"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"David Huff, L (1-3)","5.1","12","5","5","1","4","2","4.10","29","104","66","35","7","24","10","14","4","0","27","","","-0.212","0.82","-2.4"
"Rafael Perez","1","3","0","0","1","2","0","3.00","7","28","16","9","4","3","1","3","1","0","","0","0","-0.003","0.19","-0.4"
"Tony Sipp","1.2","0","0","0","2","1","0","3.68","5","22","11","4","3","4","2","0","0","0","","2","0","0.020","0.17","1.6"
