"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Josh Tomlin","5.1","4","1","1","2","5","1","1.46","22","83","52","28","8","16","5","10","6","0","59","","","0.132","1.21","1.5"
"Jensen Lewis, W (3-2)","1","0","0","0","1","0","0","4.01","3","15","8","6","0","2","0","2","1","0","","1","0","0.073","1.69","0.5"
"Joe Smith, H (9)","1.2","0","0","0","0","0","0","5.57","5","22","15","9","2","4","4","1","0","0","","1","0","0.256","2.46","1.0"
"Chris Perez, S (11)","1","1","0","0","1","2","0","2.18","6","18","11","4","5","2","1","1","1","0","","0","0","0.202","6.75","0.5"
