"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Justin Masterson","5","4","1","1","2","5","0","1.80","22","92","58","35","12","11","7","7","4","0","58","","","0.174","1.52","1.6"
"Jamey Wright, H (1)","0.2","0","0","0","1","1","0","0.00","3","14","8","7","0","1","1","0","0","0","","0","0","0.029","2.10","0.2"
"Tony Sipp, H (1)","0.1","0","1","1","2","1","0","13.50","3","14","5","2","3","0","0","0","0","0","","1","0","-0.016","2.64","-0.1"
"Joe Smith, BS (1)","1","1","1","1","0","2","1","5.40","4","10","9","3","0","6","1","1","0","0","","1","1","-0.305","1.68","-1.1"
"Rafael Perez","1.1","1","0","0","1","2","0","0.00","6","27","19","10","3","6","3","0","0","0","","0","0","0.048","2.14","0.3"
"Jensen Lewis, W (1-0)","1.2","0","0","0","1","1","0","0.00","6","23","14","7","3","4","1","3","2","0","","1","0","0.339","2.89","1.2"
"Chris Perez, S (2)","1","0","0","0","0","0","0","0.00","3","14","10","6","0","4","2","1","0","0","","0","0","0.093","1.21","0.5"
