"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jeremy Guthrie, W (5-0)","6","7","2","1","3","3","1","2.28","26","100","63","38","6","19","8","12","6","0","52","","","0.136","1.06","1.0"
"Aaron Crow, H (6)","1","0","0","0","0","2","0","0.96","3","11","8","2","2","4","1","0","0","0","","0","0","0.054","0.72","0.5"
"Kelvin Herrera","1","1","0","0","0","2","0","4.70","4","11","11","6","1","4","2","0","0","0","","0","0","0.028","0.73","0.5"
"Luke Hochevar","1","0","0","0","0","1","0","0.73","3","11","7","3","0","4","1","1","0","0","","0","0","0.018","0.24","0.5"
