"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jeremy Guthrie, L (5-2)","5","8","6","6","3","2","2","3.49","25","96","55","39","7","9","12","8","1","0","26","","","-0.512","0.96","-3.6"
"J.C. Gutierrez","1","1","0","0","2","0","0","5.06","6","17","6","5","0","1","3","1","0","0","","0","0","0.027","0.93","0.5"
"Luke Hochevar","1","0","0","0","0","1","0","1.10","3","11","8","5","3","0","1","1","1","0","","0","0","0.022","0.29","0.5"
"Aaron Crow","1","0","0","0","0","0","0","1.54","3","12","8","6","0","2","3","0","0","0","","0","0","0.029","0.39","0.5"
