MDLYR_DT,VI_MFR_CD,VI_MFR_NM,GBE_INDX_NUM,OV_ID,VC_CNFG_NUM,CL_NM,CLS_TYP_CD,GBE_CID_MSR,GBE_PLC_IND_CD,VC_RTD_HP_MSR,ECS_CD,ECS_CD_0,ECS_CD_1,ECS_CD_2,ECS_CD_3,EVCS_CD,TRNS,DRV_SYS_CD,TOD_CD,VC_DSN_ETW_MSR,VC_CMPRSN_RAT_MSR,VC_AXLE_RAT_MSR,VC_NV_RAT_MSR,TPF_ACHP_IND_CD,TPF_DYNO_HP_MSR,SIL_CD,TST_PRC_CD,TST_PRPS_CD,TST_NUM_ID,Test Originator,VEH_FL_TYP_CD,CH_CD,AVRG_CD,GT_WT_MSR,CMYT_HC_FE_MSR,CMYT_CO_FE_MSR,CMYT_CO2_FE_MSR,CMYT_NOX_MSR,CMYT_PM_MSR,GT_RND_ADJ_QTY,TPF_DYN_TRK_A_MSR,TPF_DYN_TRK_B_MSR,TPF_DYN_TRK_C_MSR,TPF_EDYN_TRK_A_MSR,TPF_EDYN_TRK_B_MSR,TPF_EDYN_TRK_C_MSR,ENG_CD,EF_ID,VC_CYL_CNT,TPF_MFR_CSTDN_MSR
2008,20,Chrysler LLC,7,L6DR17260,9,RAM 1500 PICKUP 2WD,T,348,N,345,,,,,,102,L5,R,2,5500,9.6,3.55,27.4,Y,,1,3,32,1077911,MFR,61,H,,,,,,,,25.6,51.380,0.57150,0.030580,17.600,0.80780,0.026750,FA-700,8CRXT05.7PE0,8,16.32
2008,20,Chrysler LLC,7,L6DR17260,9,RAM 1500 PICKUP 2WD,T,348,N,345,,,,,,102,L5,R,2,5500,9.6,3.55,27.4,Y,,1,21,32,1077910,MFR,61,C,,,,,,,,16.3,51.380,0.57150,0.030580,17.600,0.80780,0.026750,FA-700,8CRXT05.7PE0,8,
2008,20,Chrysler LLC,7,L6DR17260,8,RAM 1500 PICKUP 4WD,T,348,N,345,,,,,,102,L5,R,2,6000,9.6,3.92,30.2,Y,,1,3,32,1077909,MFR,61,H,,,,,,,,23.4,51.380,0.57150,0.030580,17.600,0.80780,0.026750,FA-900,8CRXT05.7PE0,8,16.32
2008,20,Chrysler LLC,7,L6DR17260,8,RAM 1500 PICKUP 4WD,T,348,N,345,,,,,,102,L5,R,2,6000,9.6,3.92,30.2,Y,,1,21,32,1077908,MFR,61,C,,,,,,,,15.4,51.380,0.57150,0.030580,17.600,0.80780,0.026750,FA-900,8CRXT05.7PE0,8,
2008,20,Chrysler LLC,151,L7JKT9539,7,WRANGLER 2WD,T,231,N,190,,,,,,102,L4,4,2,4500,8.7,3.73,28.3,Y,,1,3,32,1077851,MFR,61,H,,,,,,,,27.3,33.680,0.91780,0.032350,16.840,0.18356,0.032350,FA-100,8CRXT03.8NE1,6,
2008,20,Chrysler LLC,151,L7JKT9539,7,WRANGLER 2WD,T,231,N,190,,,,,,102,L4,4,2,4500,8.7,3.73,28.3,Y,,1,21,32,1077850,MFR,61,C,,,,,,,,19.0,33.680,0.91780,0.032350,16.840,0.18356,0.032350,FA-100,8CRXT03.8NE1,6,
2008,20,Chrysler LLC,151,L7JKT9539,6,WRANGLER 4WD,T,231,N,190,,,,,,102,L4,4,2,4250,8.7,3.73,28.3,Y,,1,3,32,1077849,MFR,61,H,,,,,,,,26.5,33.370,0.71640,0.033330,16.685,0.14328,0.033300,FA-300,8CRXT03.8NE1,6,
2008,20,Chrysler LLC,151,L7JKT9539,6,WRANGLER 4WD,T,231,N,190,,,,,,102,L4,4,2,4250,8.7,3.73,28.3,Y,,1,21,32,1077848,MFR,61,C,,,,,,,,18.4,33.370,0.71640,0.033330,16.685,0.14328,0.033300,FA-300,8CRXT03.8NE1,6,
2008,20,Chrysler LLC,152,L7JKT9539,5,WRANGLER 4WD,T,231,N,190,,,,,,102,L4,R,2,4500,8.7,3.73,28.3,Y,,1,3,32,1078016,MFR,61,H,,,,,,,,28.2,33.680,0.91780,0.032350,16.840,0.18356,0.032350,FA-200,8CRXT03.8NE1,6,
2008,20,Chrysler LLC,152,L7JKT9539,5,WRANGLER 4WD,T,231,N,190,,,,,,102,L4,R,2,4500,8.7,3.73,28.3,Y,,1,21,32,1078015,MFR,61,C,,,,,,,,18.5,33.680,0.91780,0.032350,16.840,0.18356,0.032350,FA-200,8CRXT03.8NE1,6,
