MDLYR_DT,VI_MFR_CD,VI_MFR_NM,GBE_INDX_NUM,OV_ID,VC_CNFG_NUM,CL_NM,CLS_TYP_CD,GBE_CID_MSR,GBE_PLC_IND_CD,VC_RTD_HP_MSR,ECS_CD,ECS_CD_0,ECS_CD_1,ECS_CD_2,ECS_CD_3,EVCS_CD,TRNS,DRV_SYS_CD,TOD_CD,VC_DSN_ETW_MSR,VC_CMPRSN_RAT_MSR,VC_AXLE_RAT_MSR,VC_NV_RAT_MSR,TPF_ACHP_IND_CD,TPF_DYNO_HP_MSR,SIL_CD,TST_PRC_CD,TST_PRPS_CD,TST_NUM_ID,Test Originator,VEH_FL_TYP_CD,CH_CD,AVRG_CD,GT_WT_MSR,CMYT_HC_FE_MSR,CMYT_CO_FE_MSR,CMYT_CO2_FE_MSR,CMYT_NOX_MSR,CMYT_PM_MSR,GT_RND_ADJ_QTY,TPF_DYN_TRK_A_MSR,TPF_DYN_TRK_B_MSR,TPF_DYN_TRK_C_MSR,TPF_EDYN_TRK_A_MSR,TPF_EDYN_TRK_B_MSR,TPF_EDYN_TRK_C_MSR,ENG_CD,EF_ID,VC_CYL_CNT,TPF_MFR_CSTDN_MSR
2002,20,Chrysler LLC,10,500027,0,NEON,C,122,N,132,,,,,,102,L4,F,2,3000,9.8,2.69,39.2,Y,,1,3,31,1039131,MFR,6,H,,,0.007,0.04,220,,,40.3,43.260,-0.12200,0.022790,17.829,-0.34593,0.023180,NA-100,2CRXV02.0VD0,4,
2002,20,Chrysler LLC,10,500027,0,NEON,C,122,N,132,,,,,,102,L4,F,2,3000,9.8,2.69,39.2,Y,,1,3,31,1039133,MFR,6,H,,,0.006,0.03,220,,,40.3,43.260,-0.12200,0.022790,17.829,-0.34593,0.023180,NA-100,2CRXV02.0VD0,4,
2002,20,Chrysler LLC,10,500027,0,NEON,C,122,N,132,,,,,,102,L4,F,2,3000,9.8,2.69,39.2,Y,,1,3,31,1039134,MFR,6,H,,,0.006,0.04,223,,,39.7,43.260,-0.12200,0.022790,17.829,-0.34593,0.023180,NA-100,2CRXV02.0VD0,4,
2002,20,Chrysler LLC,10,500027,0,NEON,C,122,N,132,,,,,,102,L4,F,2,3000,9.8,2.69,39.2,Y,,1,21,31,1039132,MFR,6,C,,,0.079,0.70,328,0.11,,26.9,43.260,-0.12200,0.022790,17.829,-0.34593,0.023180,NA-100,2CRXV02.0VD0,4,
2002,20,Chrysler LLC,15,V1PLD9929,0,NEON,C,122,N,132,,,,,,102,M5,F,2,3125,9.8,3.20,47.0,Y,,1,3,31,1039051,MFR,6,H,,,0.002,0.08,214,,,41.4,32.720,0.06620,0.022210,13.560,-0.21910,0.023350,NM-200,2CRXV02.0VD0,4,
2002,20,Chrysler LLC,15,V1PLD9929,0,NEON,C,122,N,132,,,,,,102,M5,F,2,3125,9.8,3.20,47.0,Y,,1,21,31,1039050,MFR,6,C,,,0.048,0.50,297,0.02,,29.8,32.720,0.06620,0.022210,13.560,-0.21910,0.023350,NM-200,2CRXV02.0VD0,4,
2002,20,Chrysler LLC,15,V1PLD9965,0,NEON,C,122,N,132,,,,,,102,M5,F,2,2875,9.8,2.88,42.0,Y,,1,3,31,1039216,MFR,6,H,,,0.001,0.14,204,,,43.6,26.070,0.33390,0.017070,1.440,0.21000,0.016840,NM-100,2CRXV02.0VD0,4,
2002,20,Chrysler LLC,15,V1PLD9965,0,NEON,C,122,N,132,,,,,,102,M5,F,2,2875,9.8,2.88,42.0,Y,,1,21,31,1039085,MFR,6,C,,,0.048,0.56,280,0.02,,31.7,26.070,0.33390,0.017070,1.440,0.21000,0.016840,NM-100,2CRXV02.0VD0,4,
2002,20,Chrysler LLC,21,V1JRD9972,0,STRATUS 4-DR,C,148,N,150,,,,,,102,L4,F,2,3500,9.4,2.69,35.4,Y,6.2,1,3,31,1038220,MFR,6,H,,,0.003,0.11,234,,,37.9,31.030,0.12690,0.019710,7.050,0.19680,0.016110,NA-100,2CRXV02.4VD0,4,18.51
2002,20,Chrysler LLC,21,V1JRD9972,0,STRATUS 4-DR,C,148,N,150,,,,,,102,L4,F,2,3500,9.4,2.69,35.4,Y,6.2,1,21,1,1038219,MFR,6,C,,,0.032,0.73,376,0.04,,23.5,31.030,0.12690,0.019710,7.050,0.19680,0.016110,NA-100,2CRXV02.4VD0,4,18.51
