MDLYR_DT,VI_MFR_CD,VI_MFR_NM,GBE_INDX_NUM,OV_ID,VC_CNFG_NUM,CL_NM,CLS_TYP_CD,GBE_CID_MSR,GBE_PLC_IND_CD,VC_RTD_HP_MSR,ECS_CD,ECS_CD_0,ECS_CD_1,ECS_CD_2,ECS_CD_3,EVCS_CD,TRNS,DRV_SYS_CD,TOD_CD,VC_DSN_ETW_MSR,VC_CMPRSN_RAT_MSR,VC_AXLE_RAT_MSR,VC_NV_RAT_MSR,TPF_ACHP_IND_CD,TPF_DYNO_HP_MSR,SIL_CD,TST_PRC_CD,TST_PRPS_CD,TST_NUM_ID,Test Originator,VEH_FL_TYP_CD,CH_CD,AVRG_CD,GT_WT_MSR,CMYT_HC_FE_MSR,CMYT_CO_FE_MSR,CMYT_CO2_FE_MSR,CMYT_NOX_MSR,CMYT_PM_MSR,GT_RND_ADJ_QTY,TPF_DYN_TRK_A_MSR,TPF_DYN_TRK_B_MSR,TPF_DYN_TRK_C_MSR,TPF_EDYN_TRK_A_MSR,TPF_EDYN_TRK_B_MSR,TPF_EDYN_TRK_C_MSR,ENG_CD,EF_ID,VC_CYL_CNT,TPF_MFR_CSTDN_MSR
2000,20,Chrysler LLC,10,DF08,0,NEON,C,122,N,132,20,99,,,,102,A3,F,1,2875,9.8,2.98,44.2,Y,6.3,1,2,31,1017444,MFR,6,C,,,0.093,0.77,321,0.07,,27.5,,,,13.56,0.2857,0.02137,FA-101,YCRXV02.0VB0,4,14.37
2000,20,Chrysler LLC,10,DF08,0,NEON,C,122,N,132,20,99,,,,102,A3,F,1,2875,9.8,2.98,44.2,Y,6.3,1,3,31,1017445,MFR,6,H,,,0.007,0.15,223,,,39.7,,,,13.56,0.2857,0.02137,FA-101,YCRXV02.0VB0,4,14.37
2000,20,Chrysler LLC,10,49M535,0,NEON,C,122,N,132,20,99,,,,102,M5,F,2,2875,9.8,2.88,44.2,Y,7.1,1,2,31,1017826,MFR,6,C,,,0.195,1.43,279,0.07,,31.4,,,,12.81,0.1390,0.02035,FM-101,YCRXV02.0VB0,4,15.19
2000,20,Chrysler LLC,10,49M535,0,NEON,C,122,N,132,20,99,,,,102,M5,F,2,2875,9.8,2.88,44.2,Y,7.1,1,3,31,1017827,MFR,6,H,,,0.139,1.02,198,,,44.3,,,,12.81,0.1390,0.02035,FM-101,YCRXV02.0VB0,4,15.19
2000,20,Chrysler LLC,15,D100,0,BREEZE,C,122,N,132,20,8,99,,,102,L4,F,2,3375,9.8,2.81,39.2,Y,7.1,1,3,1,1020247,MFR,6,H,,,0.010,0.19,238,,,37.2,,,,,,,FA-100,YCRXV02.0VB1,4,16.49
2000,20,Chrysler LLC,15,D100,0,BREEZE,C,122,N,132,20,8,99,,,102,L4,F,2,3375,9.8,2.81,39.2,Y,7.1,1,31,1,1020246,MFR,6,C,,,0.069,0.83,372,0.22,,23.7,,,,,,,FA-100,YCRXV02.0VB1,4,16.49
2000,20,Chrysler LLC,16,D115,2,STRATUS,C,122,N,132,20,8,99,,,102,M5,F,2,3250,9.8,2.83,39.4,Y,6.4,1,2,31,1026741,MFR,6,C,,,0.097,1.36,299,0.07,,29.4,,,,,,,FM-101,YCRXV02.0VB1,4,18.17
2000,20,Chrysler LLC,16,D115,2,STRATUS,C,122,N,132,20,8,99,,,102,M5,F,2,3250,9.8,2.83,39.4,Y,6.4,1,3,31,1026740,MFR,6,H,,,0.008,0.11,187,,,47.4,,,,,,,FM-101,YCRXV02.0VB1,4,18.17
2000,20,Chrysler LLC,20,D118,0,STRATUS,C,148,N,150,20,8,99,,,102,L4,F,2,3375,9.4,2.69,37.5,Y,7.1,1,2,31,9001897,EPA,6,C,,,0.066,0.93,406,0.06,,21.9,,,,,,,FA-101,YCRXV02.4VB0,4,16.49
2000,20,Chrysler LLC,20,D118,0,STRATUS,C,148,N,150,20,8,99,,,102,L4,F,2,3375,9.4,2.69,37.5,Y,7.1,1,3,31,9001900,EPA,6,H,,,0.013,0.18,253,,,35.2,,,,,,,FA-101,YCRXV02.4VB0,4,16.49
2000,20,Chrysler LLC,20,D118,0,STRATUS,C,148,N,150,20,8,99,,,102,L4,F,2,3375,9.4,2.69,37.5,Y,7.1,1,3,31,9001914,EPA,6,H,,,0.046,0.25,247,,,36.0,,,,,,,FA-101,YCRXV02.4VB0,4,16.49
2000,20,Chrysler LLC,30,CD10,1,SEBRING CONVERTIBLE,C,150,N,168,20,8,99,,,102,L4,F,2,3750,9.5,2.69,36.8,Y,6.9,1,3,1,1023545,MFR,6,H,B,0.50,0.048,0.17,265,,,33.4,,,,,,,FA-400,YCRXV02.5VB0,6,16.98
2000,20,Chrysler LLC,30,CD10,1,SEBRING CONVERTIBLE,C,150,N,168,20,8,99,,,102,L4,F,2,3750,9.5,2.69,36.8,Y,6.9,1,31,1,1023542,MFR,6,C,B,0.50,0.135,0.91,433,0.06,,20.4,,,,,,,FA-400,YCRXV02.5VB0,6,16.98
2000,20,Chrysler LLC,30,CD10,2,SEBRING CONVERTIBLE,C,150,N,168,20,8,99,,,102,L4,F,2,3750,9.5,2.69,36.8,Y,6.9,1,3,1,1023573,MFR,6,H,B,0.50,0.027,0.09,274,,,32.3,,,,,,,FA-400,YCRXV02.5VB0,6,16.98
2000,20,Chrysler LLC,30,CD10,2,SEBRING CONVERTIBLE,C,150,N,168,20,8,99,,,102,L4,F,2,3750,9.5,2.69,36.8,Y,6.9,1,31,1,1023592,MFR,6,C,B,0.50,0.095,0.61,451,0.06,,19.6,,,,,,,FA-400,YCRXV02.5VB0,6,16.98
2000,20,Chrysler LLC,30,D121,0,STRATUS,C,150,N,168,20,8,99,,,102,L4,F,2,3500,9.5,2.69,37.3,Y,6.9,1,2,31,9001815,EPA,6,C,A,0.50,0.128,0.66,412,0.06,,21.6,,,,,,,FA-301,YCRXV02.5VB0,6,16.80
2000,20,Chrysler LLC,30,D121,0,STRATUS,C,150,N,168,20,8,99,,,102,L4,F,2,3500,9.5,2.69,37.3,Y,6.9,1,3,31,9001816,EPA,6,H,A,0.50,0.042,0.14,255,,,34.9,,,,,,,FA-301,YCRXV02.5VB0,6,16.80
2000,20,Chrysler LLC,30,D121,1,STRATUS,C,150,N,168,20,8,99,,,102,L4,F,2,3500,9.5,2.69,37.3,Y,6.9,1,2,1,1023696,MFR,6,C,A,0.50,0.118,0.58,417,0.05,,21.2,,,,,,,FA-301,YCRXV02.5VB0,6,16.80
2000,20,Chrysler LLC,30,D121,1,STRATUS,C,150,N,168,20,8,99,,,102,L4,F,2,3500,9.5,2.69,37.3,Y,6.9,1,3,1,1023697,MFR,6,H,A,0.50,0.006,0.05,250,,,35.4,,,,,,,FA-301,YCRXV02.5VB0,6,16.80
2000,20,Chrysler LLC,40,CF19,0,INTREPID,C,165,N,200,20,8,99,,,102,L4,F,2,3750,9.7,2.68,34.9,Y,6.0,1,2,31,1024143,MFR,6,C,,,0.089,0.67,395,0.19,,22.4,,,,,,,FA-101,YCRXV02.7VB0,6,19.76
2000,20,Chrysler LLC,40,CF19,0,INTREPID,C,165,N,200,20,8,99,,,102,L4,F,2,3750,9.7,2.68,34.9,Y,6.0,1,3,31,1024144,MFR,6,H,,,0.020,0.03,239,,,37.1,,,,,,,FA-101,YCRXV02.7VB0,6,19.76
2000,20,Chrysler LLC,40,D126,2,INTREPID,C,165,N,200,20,8,99,,,102,L4,F,2,3750,9.7,2.68,34.9,Y,6.0,1,2,31,1024326,MFR,6,C,A,0.50,0.072,0.48,400,0.13,,22.1,,,,,,,FA-201,YCRXV02.7VB0,6,19.76
2000,20,Chrysler LLC,40,D126,2,INTREPID,C,165,N,200,20,8,99,,,102,L4,F,2,3750,9.7,2.68,34.9,Y,6.0,1,3,31,1024327,MFR,6,H,A,0.50,0.017,0.03,245,,,36.2,,,,,,,FA-201,YCRXV02.7VB0,6,19.76
2000,20,Chrysler LLC,40,D126,2,INTREPID,C,165,N,200,20,8,99,,,102,L4,F,2,3750,9.7,2.68,34.9,Y,6.0,1,3,31,1024328,MFR,6,H,A,0.50,0.014,0.02,234,,,37.9,,,,,,,FA-201,YCRXV02.7VB0,6,19.76
2000,20,Chrysler LLC,40,D126,3,INTREPID,C,165,N,200,20,8,99,,,102,L4,F,2,3750,9.7,2.68,34.9,Y,6.0,1,2,31,1024324,MFR,6,C,A,0.50,0.079,0.51,391,0.13,,22.6,,,,,,,FA-201,YCRXV02.7VB0,6,19.76
2000,20,Chrysler LLC,40,D126,3,INTREPID,C,165,N,200,20,8,99,,,102,L4,F,2,3750,9.7,2.68,34.9,Y,6.0,1,3,31,1024325,MFR,6,H,A,0.50,0.012,0.02,237,,,37.4,,,,,,,FA-201,YCRXV02.7VB0,6,19.76
2000,20,Chrysler LLC,50,CF20,0,INTREPID,C,195,N,225,20,8,99,,,102,L4,F,2,3875,9.5,2.52,32.8,Y,6.1,1,2,31,9001875,EPA,6,C,A,0.50,0.118,0.87,429,0.23,,20.7,39.530,0,0.018070,13.00,0.0785,0.01574,FA-201,YCRXV03.5VB0,6,21.19
2000,20,Chrysler LLC,50,CF20,0,INTREPID,C,195,N,225,20,8,99,,,102,L4,F,2,3875,9.5,2.52,32.8,Y,6.1,1,3,31,9001873,EPA,6,H,A,0.50,0.034,0.16,254,,,35.0,39.530,0,0.018070,13.00,0.0785,0.01574,FA-201,YCRXV03.5VB0,6,21.19
2000,20,Chrysler LLC,50,CF20,4,INTREPID,C,195,N,225,20,8,99,,,102,L4,F,2,3875,9.5,2.52,32.8,Y,6.1,1,2,31,1024162,MFR,6,C,A,0.50,0.082,0.71,427,0.14,,20.7,,,,,,,FA-201,YCRXV03.5VB0,6,20.19
2000,20,Chrysler LLC,50,CF20,4,INTREPID,C,195,N,225,20,8,99,,,102,L4,F,2,3875,9.5,2.52,32.8,Y,6.1,1,3,31,1024161,MFR,6,H,A,0.50,0.023,0.09,248,,,35.7,,,,,,,FA-201,YCRXV03.5VB0,6,20.19
2000,20,Chrysler LLC,60,CF26,2,300 M,C,215,N,253,20,8,99,,,102,L4,F,2,3875,9.9,2.52,32.8,Y,7.0,1,2,31,1024321,MFR,6,C,A,0.50,0.083,0.72,429,0.11,,20.6,,,,,,,FA-401,YCRXV03.5VB0,6,18.54
2000,20,Chrysler LLC,60,CF26,2,300 M,C,215,N,253,20,8,99,,,102,L4,F,2,3875,9.9,2.52,32.8,Y,7.0,1,3,31,1024320,MFR,6,H,A,0.50,0.025,0.09,262,,,33.8,,,,,,,FA-401,YCRXV03.5VB0,6,18.54
2000,20,Chrysler LLC,60,CF26,3,300 M,C,215,N,253,20,8,99,,,102,L4,F,2,3875,9.9,2.52,32.8,Y,7.0,1,2,31,1024322,MFR,6,C,A,0.50,0.078,0.75,438,0.11,,20.2,,,,,,,FA-401,YCRXV03.5VB0,6,18.54
2000,20,Chrysler LLC,60,CF26,3,300 M,C,215,N,253,20,8,99,,,102,L4,F,2,3875,9.9,2.52,32.8,Y,7.0,1,3,31,1024323,MFR,6,H,A,0.50,0.024,0.06,263,,,33.7,,,,,,,FA-401,YCRXV03.5VB0,6,18.54
2000,20,Chrysler LLC,60,CF26,0,LHS,C,215,N,253,20,8,99,,,102,L4,F,2,3875,9.9,2.52,32.8,Y,7.4,1,2,31,1024314,MFR,6,C,,,0.094,0.89,446,0.11,,19.8,,,,,,,FA-301,YCRXV03.5VB0,6,17.97
2000,20,Chrysler LLC,60,CF26,0,LHS,C,215,N,253,20,8,99,,,102,L4,F,2,3875,9.9,2.52,32.8,Y,7.4,1,2,31,1024317,MFR,6,C,,,0.087,0.86,434,0.11,,20.3,,,,,,,FA-301,YCRXV03.5VB0,6,17.97
2000,20,Chrysler LLC,60,CF26,0,LHS,C,215,N,253,20,8,99,,,102,L4,F,2,3875,9.9,2.52,32.8,Y,7.4,1,3,31,1024315,MFR,6,H,,,0.023,0.04,267,,,33.2,,,,,,,FA-301,YCRXV03.5VB0,6,17.97
2000,20,Chrysler LLC,60,CF26,0,LHS,C,215,N,253,20,8,99,,,102,L4,F,2,3875,9.9,2.52,32.8,Y,7.4,1,3,31,1024318,MFR,6,H,,,0.025,0.04,264,,,33.5,,,,,,,FA-301,YCRXV03.5VB0,6,17.97
2000,20,Chrysler LLC,65,D111,4,PROWLER,C,215,N,253,20,8,99,,,102,L4,R,2,3125,9.9,3.89,46.2,Y,11.3,1,3,1,9001977,EPA,6,H,C,0.50,0.019,0.03,312,,,28.6,,,,,,,FA-500,YCRXV03.5VB0,6,11.12
2000,20,Chrysler LLC,65,D111,4,PROWLER,C,215,N,253,20,8,99,,,102,L4,R,2,3125,9.9,3.89,46.2,Y,11.3,1,3,1,9001994,EPA,6,H,C,0.50,0.023,0.05,306,,,29.1,,,,,,,FA-500,YCRXV03.5VB0,6,11.12
2000,20,Chrysler LLC,65,D111,4,PROWLER,C,215,N,253,20,8,99,,,102,L4,R,2,3125,9.9,3.89,46.2,Y,11.3,1,21,1,9001976,EPA,6,C,C,0.50,0.094,0.96,493,0.13,,18.0,,,,,,,FA-500,YCRXV03.5VB0,6,11.12
2000,20,Chrysler LLC,65,D111,4,PROWLER,C,215,N,253,20,8,99,,,102,L4,R,2,3125,9.9,3.89,46.2,Y,11.3,1,21,1,9001997,EPA,6,C,C,0.50,0.090,0.72,478,0.15,,18.6,,,,,,,FA-500,YCRXV03.5VB0,6,11.12
2000,20,Chrysler LLC,65,D111,4,PROWLER,C,215,N,253,20,8,99,,,102,L4,R,2,3125,9.9,3.89,46.2,Y,11.3,1,21,1,9002011,EPA,6,C,C,0.50,0.089,0.81,481,0.14,,18.5,,,,,,,FA-500,YCRXV03.5VB0,6,11.12
2000,20,Chrysler LLC,65,D111,5,PROWLER,C,215,N,253,20,8,99,,,102,L4,R,2,3125,9.9,3.89,46.2,Y,11.3,1,3,1,1024874,MFR,6,H,C,0.50,0.011,0.03,289,,,30.6,,,,,,,FA-500,YCRXV03.5VB0,6,11.12
2000,20,Chrysler LLC,65,D111,5,PROWLER,C,215,N,253,20,8,99,,,102,L4,R,2,3125,9.9,3.89,46.2,Y,11.3,1,31,1,1024873,MFR,6,C,C,0.50,0.070,0.86,450,0.10,,19.6,,,,,,,FA-500,YCRXV03.5VB0,6,11.12
2000,20,Chrysler LLC,80,V9XJ-6582,0,CHEROKEE 2WD,T,150,N,125,99,20,,,,102,L3,R,1,3375,9.1,3.55,44.5,Y,12.0,5,2,31,1023333,MFR,6,C,,,0.077,0.86,433,0.10,,20.4,,,,,,,FA-100,YCRXT02.51B0,4,12.18
2000,20,Chrysler LLC,80,V9XJ-6582,0,CHEROKEE 2WD,T,150,N,125,99,20,,,,102,L3,R,1,3375,9.1,3.55,44.5,Y,12.0,5,3,31,1023334,MFR,6,H,,,0.008,0.05,300,,,29.6,,,,,,,FA-100,YCRXT02.51B0,4,12.18
2000,20,Chrysler LLC,80,V9N1-4945,0,DAKOTA PICKUP 2WD,T,150,N,120,99,20,,,,102,M5,R,2,4000,9.1,3.92,38.1,Y,14.3,5,3,1,1021874,MFR,6,H,,,0.013,0.22,318,,,27.9,,,,,,,FM-500,YCRXT02.51B0,4,12.86
2000,20,Chrysler LLC,80,V9N1-4945,0,DAKOTA PICKUP 2WD,T,150,N,120,99,20,,,,102,M5,R,2,4000,9.1,3.92,38.1,Y,14.3,5,31,1,1021873,MFR,6,C,,,0.095,1.56,424,0.08,,20.8,,,,,,,FM-500,YCRXT02.51B0,4,12.86
2000,20,Chrysler LLC,80,V9N1-4945,1,DAKOTA PICKUP 2WD,T,150,N,120,99,20,,,,102,M5,R,2,3750,9.1,3.55,36.0,Y,12.4,5,2,31,9001870,EPA,6,C,,,0.082,1.20,395,0.09,,22.4,,,,,,,FM-500,YCRXT02.51B0,4,14.52
2000,20,Chrysler LLC,80,V9N1-4945,1,DAKOTA PICKUP 2WD,T,150,N,120,99,20,,,,102,M5,R,2,3750,9.1,3.55,36.0,Y,12.4,5,3,31,9001880,EPA,6,H,,,0.013,0.18,284,,,31.3,,,,,,,FM-500,YCRXT02.51B0,4,14.52
2000,20,Chrysler LLC,80,V9N1-4945,2,DAKOTA PICKUP 2WD,T,150,N,120,99,20,,,,102,M5,R,2,4000,9.1,3.92,39.7,Y,12.8,5,2,31,1023978,MFR,6,C,,,0.076,1.27,394,0.05,,22.4,,,,,,,FM-500,YCRXT02.51B0,4,15.13
2000,20,Chrysler LLC,80,V9N1-4945,2,DAKOTA PICKUP 2WD,T,150,N,120,99,20,,,,102,M5,R,2,4000,9.1,3.92,39.7,Y,12.8,5,3,31,1023979,MFR,6,H,,,0.013,0.14,279,,,31.8,,,,,,,FM-500,YCRXT02.51B0,4,15.13
