MDLYR_DT,VI_MFR_CD,VI_MFR_NM,GBE_INDX_NUM,OV_ID,VC_CNFG_NUM,CL_NM,CLS_TYP_CD,GBE_CID_MSR,GBE_PLC_IND_CD,VC_RTD_HP_MSR,ECS_CD,ECS_CD_0,ECS_CD_1,ECS_CD_2,ECS_CD_3,EVCS_CD,TRNS,DRV_SYS_CD,TOD_CD,VC_DSN_ETW_MSR,VC_CMPRSN_RAT_MSR,VC_AXLE_RAT_MSR,VC_NV_RAT_MSR,TPF_ACHP_IND_CD,TPF_DYNO_HP_MSR,SIL_CD,TST_PRC_CD,TST_PRPS_CD,TST_NUM_ID,Test Originator,VEH_FL_TYP_CD,CH_CD,AVRG_CD,GT_WT_MSR,CMYT_HC_FE_MSR,CMYT_CO_FE_MSR,CMYT_CO2_FE_MSR,CMYT_NOX_MSR,CMYT_PM_MSR,GT_RND_ADJ_QTY,TPF_DYN_TRK_A_MSR,TPF_DYN_TRK_B_MSR,TPF_DYN_TRK_C_MSR,TPF_EDYN_TRK_A_MSR,TPF_EDYN_TRK_B_MSR,TPF_EDYN_TRK_C_MSR,ENG_CD,EF_ID,VC_CYL_CNT,TPF_MFR_CSTDN_MSR
2007,20,Chrysler LLC,7,L6DR17260,3,RAM 1500 PICKUP 2WD,T,348,N,345,,,,,,102,L5,R,2,3500,9.6,3.55,27.4,Y,,1,3,32,1072331,MFR,61,H,,,,,,,,25.6,41.180,0.67330,0.02749,10.598,0.79225,0.024970,FM-301,7CRXT05.7PE0,8,17.78
2007,20,Chrysler LLC,7,L6DR17260,3,RAM 1500 PICKUP 2WD,T,348,N,345,,,,,,102,L5,R,2,3500,9.6,3.55,27.4,Y,,1,21,32,1072330,MFR,61,C,,,,,,,,16.3,41.180,0.67330,0.02749,10.598,0.79225,0.024970,FM-301,7CRXT05.7PE0,8,
2007,20,Chrysler LLC,90,L6KJT8293,0,LIBERTY/CHEROKEE 2WD,T,226,N,210,,,,,,102,L4,R,2,4000,9.2,3.73,30.7,Y,,1,3,31,1065076,MFR,61,H,,,0.002,0.02,306,,,29.1,35.610,0.25060,0.03020,13.280,0.04600,0.029960,FA-300,7CRXT03.7NE0,6,15.03
2007,20,Chrysler LLC,90,L6KJT8293,0,LIBERTY/CHEROKEE 2WD,T,226,N,210,,,,,,102,L4,R,2,4000,9.2,3.73,30.7,Y,,1,21,31,1065075,MFR,61,C,,,0.034,0.37,472,0.03,,18.8,35.610,0.25060,0.03020,13.280,0.04600,0.029960,FA-300,7CRXT03.7NE0,6,
2007,20,Chrysler LLC,90,L5KJT4174,0,LIBERTY/CHEROKEE 4WD,T,226,N,210,,,,,,,L4,4,2,4250,9.2,3.73,31.2,Y,,1,3,31,1059928,MFR,61,H,,,0.003,0.04,317,,,28.0,40.180,0.34950,0.03210,8.510,0.45700,0.028590,FA-400,7CRXT03.7NE0,6,14.31
2007,20,Chrysler LLC,90,L5KJT4174,0,LIBERTY/CHEROKEE 4WD,T,226,N,210,,,,,,,L4,4,2,4250,9.2,3.73,31.2,Y,,1,21,31,1059927,MFR,61,C,,,0.048,0.57,475,0.04,,18.7,40.180,0.34950,0.03210,8.510,0.45700,0.028590,FA-400,7CRXT03.7NE0,6,
2007,20,Chrysler LLC,100,L4PTC0806,0,PT CRUISER,T,148,N,220,,,,,,102,L4,F,2,3625,9.5,2.69,37.3,Y,,1,3,31,1051408,MFR,61,H,,,0.002,0.03,260,,,34.1,37.040,0.37700,0.02180,1.360,0.08500,0.023600,FA-400,7CRXV02.4ME1,4,15.56
2007,20,Chrysler LLC,100,L4PTC0806,0,PT CRUISER,T,148,N,220,,,,,,102,L4,F,2,3625,9.5,2.69,37.3,Y,,1,21,31,1051407,MFR,61,C,,,0.049,0.50,384,0.03,,23.0,37.040,0.37700,0.02180,1.360,0.08500,0.023600,FA-400,7CRXV02.4ME1,4,15.56
2007,20,Chrysler LLC,100,L4PTC0805,0,PT CRUISER,T,148,N,220,,,,,,102,M4,F,2,3625,9.5,2.90,40.2,Y,,1,3,31,1051410,MFR,61,H,,,0.004,0.06,254,,,34.9,32.340,0.18300,0.02490,9.650,-0.06000,0.025500,FM-200,7CRXV02.4ME1,4,16.19
2007,20,Chrysler LLC,100,L4PTC0805,0,PT CRUISER,T,148,N,220,,,,,,102,M4,F,2,3625,9.5,2.90,40.2,Y,,1,21,31,1051409,MFR,61,C,,,0.052,0.78,351,0.03,,25.2,32.340,0.18300,0.02490,9.650,-0.06000,0.025500,FM-200,7CRXV02.4ME1,4,16.19
