"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Aneury Rodriguez, L (0-3)","6","5","3","3","3","2","0","5.28","26","100","58","39","6","13","7","13","5","0","49","","","-0.102","0.92","-0.4"
"Enerio Del Rosario","1.2","2","3","2","1","2","0","3.33","9","39","27","15","3","8","4","1","1","0","","0","0","-0.073","0.58","-2.3"
"Jose Valdez","0.1","0","0","0","0","0","0","9.00","1","1","1","1","0","0","1","0","0","0","","1","0","0.001","0.04","0.2"
