"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Brett Myers, L (3-9)","4.1","4","6","5","4","4","1","4.88","23","100","60","29","7","24","6","8","3","0","33","","","-0.227","0.84","-4.6"
"Wilton Lopez","1.2","1","0","0","0","0","0","2.88","5","12","11","9","2","0","4","1","0","0","","1","0","0.010","0.10","1.4"
"Enerio Del Rosario","1","2","0","0","0","0","0","4.50","5","19","11","7","1","3","3","2","1","0","","0","0","0.003","0.06","0.5"
"Aneury Rodriguez","1","0","0","0","0","1","0","5.25","3","10","6","2","2","2","0","2","0","0","","0","0","0.001","0.01","0.5"
