"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Corey Kluber, L (0-2)","5","4","4","0","3","2","1","6.27","21","95","56","39","5","12","7","9","4","0","50","","","-0.213","0.79","-1.6"
"Frank Herrmann","1.1","2","2","2","1","1","0","4.76","7","30","17","11","2","4","1","4","1","0","","0","0","-0.017","0.15","-0.6"
"Cody Allen","0.2","2","0","0","0","0","0","0.00","4","20","13","11","0","2","2","2","0","0","","1","1","-0.011","0.17","-0.5"
"Chris Seddon","1","1","2","2","2","1","0","5.79","6","29","15","5","3","7","1","2","1","0","","0","0","-0.004","0.02","-1.5"
