"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Justin Masterson, L (11-15)","6","7","4","4","2","3","0","4.97","26","99","58","36","6","16","13","7","2","0","43","","","-0.176","0.79","-1.0"
"Joe Smith","1","0","0","0","0","1","0","3.21","3","18","13","6","1","6","0","2","0","0","","0","0","0.044","0.57","0.5"
"Cody Allen","0.1","2","2","2","0","0","0","3.81","3","12","7","7","0","0","3","0","0","0","","0","0","-0.041","0.75","-0.7"
"Scott Maine","0.2","1","0","0","0","0","0","4.74","4","13","6","4","2","0","1","2","1","0","","2","2","-0.057","0.41","-0.8"
