"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Sonny Gray, W (5-2)","5","4","0","0","0","4","0","1.77","18","67","49","29","9","11","9","5","0","0","63","","","0.283","1.18","2.4"
"Dan Otero","2","3","0","0","0","0","0","4.09","9","37","25","14","5","6","4","5","3","0","","0","0","0.032","0.28","1.0"
"Fernando Rodriguez","0.1","2","2","2","1","1","0","7.00","4","21","12","8","4","0","0","2","2","0","","0","0","-0.024","0.20","-1.1"
"Evan Scribner","0.2","1","0","0","0","1","0","2.42","3","8","7","2","2","3","0","2","2","0","","3","2","0.020","1.08","-0.5"
"Arnold Leon","1","0","0","0","0","2","0","4.91","3","14","9","5","4","0","1","0","0","0","","0","0","0.007","0.09","0.5"
