"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Dallas Keuchel, L (5-9)","3.1","10","5","5","2","3","0","4.99","21","95","61","34","10","17","12","4","3","0","21","","","-0.393","1.52","-3.0"
"Philip Humber","3.2","3","2","2","2","3","1","8.27","17","56","32","17","6","9","2","10","6","0","","2","1","-0.141","0.74","-0.7"
"Chia-Jen Lo","1","0","0","0","0","1","0","4.85","3","12","7","4","1","2","1","1","1","0","","0","0","0.006","0.07","0.5"
