"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Erasmo Ramirez, L (0-1)","3.1","9","9","8","3","4","1","25.31","22","91","53","30","9","14","10","5","2","0","9","","","-0.356","0.58","-6.0"
"Jeff Beliveau","1.1","3","2","2","1","0","1","13.50","8","34","21","15","3","3","1","6","1","0","","2","2","-0.012","0.08","-2.9"
"Jose Dominguez","1.1","0","0","0","1","0","0","0.00","4","17","9","4","1","4","3","0","0","0","","1","0","0.001","0.01","0.8"
"Ernesto Frieri","1","2","1","1","0","1","1","6.23","4","9","6","4","0","2","2","1","0","0","","0","0","-0.001","0.00","-0.5"
"Grant Balfour","1","0","0","0","0","0","0","0.00","3","13","7","5","1","1","2","1","0","0","","0","0","0.000","0.00","0.5"
