"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Jose Reyes  SS","4","0","0","0","0","2","4",".307",".355",".455",".810","17","11","-0.156","1.44","0.000","-0.156","-1.2","2","0",""
"Jose Bautista  RF","4","0","1","1","0","0","4",".261",".359",".506",".865","17","12","0.116","1.09","0.176","-0.060","0.4","1","0","2B"
"Edwin Encarnacion  DH","4","0","0","0","0","1","4",".263",".353",".522",".876","9","8","-0.090","0.86","0.000","-0.090","-0.7","","",""
"Adam Lind  1B","4","1","1","0","0","1","4",".302",".359",".510",".869","13","11","-0.060","0.72","0.009","-0.069","-0.3","7","2","2B"
"Colby Rasmus  CF","4","0","1","1","0","1","4",".251",".324",".475",".799","19","11","-0.046","0.88","0.023","-0.069","0.5","3","0",""
"Maicer Izturis  3B","3","0","0","0","0","2","3",".246",".287",".345",".632","10","8","-0.045","0.60","0.000","-0.045","-0.3","0","1",""
"J.P. Arencibia  PH","0","0","0","0","1","0","1",".220",".256",".416",".672","5","1","0.035","1.24","0.035","0.000","0.1","","",""
"Rajai Davis  LF","3","0","0","0","1","1","4",".289",".337",".384",".721","28","18","-0.055","1.51","0.063","-0.118","-0.2","1","0","SB"
"Josh Thole  C","3","1","1","0","0","2","3",".128",".209",".128",".338","15","10","-0.001","1.39","0.061","-0.062","-0.1","8","1",""
"Munenori Kawasaki  2B","2","0","1","0","0","0","3",".217",".320",".303",".623","6","4","-0.040","1.41","0.029","-0.069","-0.3","1","4","SH"
"","","","","","","","","","","","","","","","","","","","","",""
"R.A. Dickey  P","","","","","","","","","","","","","","","","","","","1","1",""
"Aaron Loup  P","","","","","","","","","","","","","","","","","","","0","1",""
"Darren Oliver  P","","","","","","","","","","","","","","","","","","","0","1",""
