,book_tod,book_dow,book_category,book_staff,last_category,last_staff,last_day_services,last_receipt_tot,last_dow,last_tod,last_noshow,last_prod_flag,last_cumrev,last_cumbook,last_cumstyle,last_cumcolor,last_cumprod,last_cumcancel,last_cumnoshow,noshow,recency
227,afternoon,Saturday,STYLE,JJ,STYLE,JJ,1,60,Thursday,evening,0,0,155,3,2,1,2,0,0,0,37
228,afternoon,Saturday,COLOR,JOANNE,STYLE,JJ,1,60,Thursday,evening,0,0,155,3,2,1,2,0,0,0,37
229,evening,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
230,evening,Wednesday,STYLE,JJ,STYLE,JJ,1,82,Tuesday,evening,0,0,82,1,1,0,0,0,0,0,50
231,evening,Thursday,STYLE,JJ,STYLE,JJ,1,102,Wednesday,evening,0,0,184,2,2,0,0,0,0,0,57
232,evening,Thursday,COLOR,JOANNE,STYLE,JJ,1,102,Wednesday,evening,0,0,184,2,2,0,0,0,0,0,57
233,evening,Thursday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
234,,Thursday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
235,morning,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
236,afternoon,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
237,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,30,Friday,afternoon,0,0,30,1,1,0,0,0,0,0,21
238,afternoon,Wednesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
239,evening,Friday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
240,afternoon,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
241,evening,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
242,evening,Wednesday,COLOR,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
243,evening,Friday,STYLE,JJ,COLOR,JJ,2,85,Wednesday,evening,0,1,85,2,1,1,2,0,0,0,37
244,,Friday,COLOR,JJ,COLOR,JJ,2,85,Wednesday,evening,0,1,85,2,1,1,2,0,0,1,37
245,morning,Saturday,STYLE,JJ,COLOR,JJ,1,0,Friday,,1,0,145,4,2,2,2,1,1,0,36
246,morning,Saturday,COLOR,JJ,COLOR,JJ,1,0,Friday,,1,0,145,4,2,2,2,1,1,0,36
247,afternoon,Friday,STYLE,JJ,COLOR,JJ,2,105,Saturday,morning,0,1,250,6,3,3,4,1,1,0,34
248,,Friday,COLOR,JJ,COLOR,JJ,2,105,Saturday,morning,0,1,250,6,3,3,4,1,1,1,34
249,evening,Tuesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
250,,Tuesday,MISC,BECKY,STYLE,BECKY,1,60,Tuesday,evening,0,0,60,1,1,0,0,0,0,1,28
251,evening,Tuesday,MISC,BECKY,MISC,BECKY,0,0,Tuesday,,1,0,60,2,1,0,0,1,1,0,14
252,afternoon,Friday,STYLE,BECKY,MISC,BECKY,1,59.4,Tuesday,evening,0,1,60,3,1,0,1,1,1,0,52
253,evening,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
254,evening,Friday,MISC,JJ,STYLE,JJ,1,82,Thursday,evening,0,0,82,1,1,0,0,0,0,0,1
255,morning,Friday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
256,morning,Friday,COLOR,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
257,evening,Friday,STYLE,KELLY,COLOR,KELLY,2,75,Friday,morning,0,1,75,2,1,1,2,0,0,0,21
258,evening,Wednesday,COLOR,KELLY,STYLE,KELLY,1,35,Friday,evening,0,0,110,3,2,1,2,0,0,1,5
259,,Wednesday,STYLE,KELLY,STYLE,KELLY,1,35,Friday,evening,0,0,110,3,2,1,2,0,0,1,5
260,evening,Wednesday,STYLE,KELLY,STYLE,KELLY,1,0,Wednesday,,1,0,110,5,3,2,2,1,2,0,7
261,evening,Wednesday,COLOR,KELLY,STYLE,KELLY,1,0,Wednesday,,1,0,110,5,3,2,2,1,2,0,7
262,,Wednesday,STYLE,KELLY,STYLE,KELLY,1,0,Wednesday,,1,0,110,5,3,2,2,1,2,0,7
263,evening,Friday,STYLE,KELLY,STYLE,KELLY,2,0,Wednesday,,0,0,205,8,5,3,4,2,2,0,9
264,,Thursday,STYLE,KELLY,STYLE,KELLY,1,35,Friday,evening,0,0,240,9,6,3,4,2,2,1,6
265,evening,Tuesday,STYLE,KELLY,STYLE,KELLY,0,0,Thursday,,1,0,240,10,7,3,4,3,3,0,12
266,,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
267,afternoon,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
268,evening,Thursday,MISC,JJ,STYLE,JJ,1,82,Wednesday,afternoon,0,0,82,1,1,0,0,0,0,0,29
269,morning,Saturday,MISC,JJ,MISC,JJ,1,0,Thursday,evening,0,0,82,2,1,0,0,0,0,0,23
270,evening,Tuesday,STYLE,JJ,MISC,JJ,1,0,Saturday,morning,0,0,82,3,1,0,0,0,0,0,24
271,morning,Saturday,MISC,JJ,STYLE,JJ,1,102,Tuesday,evening,0,0,184,4,2,0,0,0,0,0,32
272,morning,Saturday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
273,afternoon,Saturday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
274,afternoon,Saturday,COLOR,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
275,afternoon,Saturday,COLOR,JOANNE,COLOR,KELLY,2,210.75,Saturday,afternoon,0,1,140,2,1,1,2,0,0,0,28
276,evening,Thursday,STYLE,JJ,COLOR,JOANNE,1,70,Saturday,afternoon,0,0,210,3,1,2,2,0,0,0,40
277,evening,Thursday,COLOR,JOANNE,COLOR,JOANNE,1,70,Saturday,afternoon,0,0,210,3,1,2,2,0,0,0,40
278,evening,Thursday,STYLE,JOANNE,COLOR,JOANNE,1,70,Saturday,afternoon,0,0,210,3,1,2,2,0,0,0,40
279,evening,Thursday,STYLE,KELLY,STYLE,JOANNE,3,172.73,Thursday,evening,0,1,352,6,3,3,5,0,0,0,42
280,evening,Thursday,COLOR,JOANNE,STYLE,JOANNE,3,172.73,Thursday,evening,0,1,352,6,3,3,5,0,0,0,42
281,evening,Thursday,STYLE,JOANNE,STYLE,JOANNE,3,172.73,Thursday,evening,0,1,352,6,3,3,5,0,0,0,42
282,afternoon,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
283,afternoon,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
284,,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
285,,Saturday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
286,afternoon,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
287,afternoon,Sunday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
288,morning,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
289,morning,Friday,STYLE,JJ,STYLE,JJ,1,82,Friday,morning,0,0,82,1,1,0,0,0,0,0,42
290,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,102,Friday,morning,0,0,184,2,2,0,0,0,0,1,49
291,evening,Tuesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
292,morning,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
293,afternoon,Tuesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
294,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,60,Tuesday,afternoon,0,0,60,1,1,0,0,0,0,0,52
295,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,80,Friday,morning,0,0,140,2,2,0,0,0,0,0,21
296,,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
297,morning,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
298,afternoon,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
299,afternoon,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
300,afternoon,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
301,morning,Thursday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
302,afternoon,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
303,evening,Wednesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
304,morning,Saturday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
305,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,70,Saturday,morning,0,0,70,1,1,0,0,0,0,0,26
306,evening,Friday,STYLE,HOUSE,STYLE,SINEAD,1,81.05,Thursday,afternoon,0,1,120,2,2,0,1,0,0,0,57
307,evening,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
308,evening,Wednesday,STYLE,TANYA,STYLE,JJ,1,32,Wednesday,evening,0,0,32,1,1,0,0,0,0,0,35
309,afternoon,Tuesday,STYLE,JJ,STYLE,TANYA,1,35,Wednesday,evening,0,0,67,2,2,0,0,0,0,0,13
310,afternoon,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
311,afternoon,Tuesday,COLOR,JOANNE,STYLE,JJ,1,82,Friday,afternoon,0,0,82,1,1,0,0,0,0,0,4
312,morning,Tuesday,STYLE,JJ,COLOR,JOANNE,1,160,Tuesday,afternoon,0,0,242,2,1,1,0,0,0,0,28
313,afternoon,Tuesday,COLOR,JOANNE,STYLE,JJ,1,102,Tuesday,morning,0,0,344,3,2,1,0,0,0,0,14
314,afternoon,Wednesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
315,evening,Thursday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
316,evening,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
317,afternoon,Saturday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
318,afternoon,Saturday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
319,afternoon,Thursday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
320,morning,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
321,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,160,Friday,morning,0,1,40,1,1,0,1,0,0,0,33
322,,Thursday,STYLE,JJ,STYLE,JJ,1,120,Wednesday,morning,0,1,100,2,2,0,2,0,0,1,1
323,evening,Tuesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
324,morning,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
325,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,160,Friday,morning,0,1,40,1,1,0,1,0,0,0,33
326,afternoon,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
327,morning,Friday,STYLE,BECKY,STYLE,JJ,1,82,Thursday,afternoon,0,0,82,1,1,0,0,0,0,0,8
328,afternoon,Wednesday,STYLE,BECKY,STYLE,BECKY,1,160,Friday,morning,0,1,132,2,2,0,1,0,0,0,5
329,afternoon,Friday,STYLE,BECKY,STYLE,BECKY,1,50,Wednesday,afternoon,0,0,182,3,3,0,1,0,0,0,2
330,afternoon,Friday,COLOR,JOANNE,STYLE,BECKY,1,50,Wednesday,afternoon,0,0,182,3,3,0,1,0,0,0,2
331,evening,Thursday,STYLE,BECKY,COLOR,JOANNE,2,120,Friday,afternoon,0,1,302,5,4,1,3,0,0,0,6
332,afternoon,Wednesday,STYLE,SINEAD,STYLE,BECKY,1,50,Thursday,evening,0,0,352,6,5,1,3,0,0,0,6
333,afternoon,Saturday,STYLE,BECKY,STYLE,SINEAD,1,50,Wednesday,afternoon,0,0,402,7,6,1,3,0,0,0,3
334,morning,Saturday,COLOR,JOANNE,STYLE,SINEAD,1,50,Wednesday,afternoon,0,0,402,7,6,1,3,0,0,0,3
335,evening,Friday,STYLE,JJ,COLOR,JOANNE,2,100,Saturday,morning,0,1,502,9,7,2,5,0,0,0,13
336,morning,Friday,STYLE,BECKY,STYLE,JJ,1,52,Friday,evening,0,0,554,10,8,2,5,0,0,0,7
337,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,50,Friday,morning,0,0,604,11,9,2,5,0,0,0,6
338,morning,Thursday,COLOR,JOANNE,STYLE,BECKY,1,50,Friday,morning,0,0,604,11,9,2,5,0,0,0,6
339,,Thursday,STYLE,BECKY,STYLE,BECKY,1,50,Friday,morning,0,0,604,11,9,2,5,0,0,0,6
340,morning,Friday,STYLE,JJ,STYLE,BECKY,2,190,Thursday,,0,1,844,14,11,3,8,1,0,0,8
341,afternoon,Wednesday,STYLE,KELLY,STYLE,JJ,1,202,Friday,morning,0,1,946,15,12,3,9,1,0,0,5
342,afternoon,Wednesday,STYLE,JJ,STYLE,KELLY,1,55,Wednesday,afternoon,0,0,1001,16,13,3,9,1,0,0,7
343,afternoon,Wednesday,COLOR,JOANNE,STYLE,KELLY,1,55,Wednesday,afternoon,0,0,1001,16,13,3,9,1,0,0,7
344,afternoon,Thursday,STYLE,BECKY,COLOR,JOANNE,2,122,Wednesday,afternoon,0,1,1123,18,14,4,11,1,0,0,8
345,morning,Thursday,STYLE,JJ,STYLE,BECKY,1,50,Thursday,afternoon,0,0,1173,19,15,4,11,1,0,0,7
346,morning,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
347,morning,Thursday,STYLE,JJ,STYLE,JJ,1,40,Wednesday,morning,0,0,40,1,1,0,0,0,0,0,36
348,morning,Friday,STYLE,JJ,STYLE,JJ,1,60,Thursday,morning,0,0,100,2,2,0,0,0,0,0,36
349,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,60,Friday,morning,0,0,160,3,3,0,0,0,0,1,40
350,evening,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
351,evening,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
352,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,30,Thursday,evening,0,0,30,1,1,0,0,0,0,0,64
353,morning,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
354,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,160,Friday,morning,0,1,30,1,1,0,1,0,0,0,56
355,,Sunday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
356,afternoon,Sunday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
357,morning,Saturday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
358,morning,Sunday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
359,afternoon,Thursday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
360,morning,Friday,STYLE,BECKY,STYLE,SINEAD,1,70,Thursday,afternoon,0,0,70,1,1,0,0,0,0,0,71
361,afternoon,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
362,morning,Saturday,STYLE,JJ,STYLE,JJ,1,82,Thursday,afternoon,0,0,82,1,1,0,0,0,0,0,37
363,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,102,Saturday,morning,0,0,184,2,2,0,0,0,0,0,60
364,afternoon,Wednesday,COLOR,JOANNE,STYLE,JJ,1,102,Saturday,morning,0,0,184,2,2,0,0,0,0,0,60
365,afternoon,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
366,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,60,Friday,afternoon,0,0,60,1,1,0,0,0,0,0,13
367,afternoon,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
368,afternoon,Friday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
369,afternoon,Saturday,STYLE,BECKY,COLOR,JOANNE,2,245,Friday,afternoon,0,1,220,2,1,1,2,0,0,0,64
370,afternoon,Saturday,COLOR,JOANNE,COLOR,JOANNE,2,245,Friday,afternoon,0,1,220,2,1,1,2,0,0,0,64
371,evening,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
372,evening,Thursday,STYLE,JOANNE,STYLE,BECKY,1,60,Friday,evening,0,0,60,1,1,0,0,0,0,0,6
373,evening,Thursday,COLOR,JOANNE,STYLE,BECKY,1,60,Friday,evening,0,0,60,1,1,0,0,0,0,0,6
374,afternoon,Wednesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
375,afternoon,Wednesday,STYLE,KELLY,STYLE,KELLY,1,113.5,Wednesday,afternoon,0,1,55,1,1,0,1,0,0,0,35
376,morning,Friday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
377,morning,Wednesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
378,morning,Friday,STYLE,JJ,STYLE,SINEAD,1,70,Wednesday,morning,0,0,70,1,1,0,0,0,0,0,72
379,morning,Friday,STYLE,JJ,STYLE,SINEAD,1,70,Wednesday,morning,0,0,70,1,1,0,0,0,0,0,72
380,evening,Friday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
381,evening,Tuesday,MISC,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
382,afternoon,Saturday,MISC,SINEAD,MISC,SINEAD,1,0,Tuesday,evening,0,0,0,1,0,0,0,0,0,0,18
383,afternoon,Saturday,STYLE,SINEAD,MISC,SINEAD,1,0,Saturday,afternoon,0,0,0,2,0,0,0,0,0,0,35
384,afternoon,Saturday,STYLE,BECKY,STYLE,SINEAD,1,70,Saturday,afternoon,0,0,70,3,1,0,0,0,0,0,42
385,evening,Wednesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
386,evening,Tuesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
387,evening,Friday,MISC,BECKY,STYLE,BECKY,1,60,Tuesday,evening,0,0,60,1,1,0,0,0,0,0,31
388,afternoon,Thursday,STYLE,BECKY,MISC,BECKY,1,0,Friday,evening,0,0,60,2,1,0,0,0,0,0,34
389,morning,Sunday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
390,evening,Wednesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
391,afternoon,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,70,Wednesday,evening,0,0,70,1,1,0,0,0,0,0,49
392,,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,50,Wednesday,afternoon,0,0,120,2,2,0,0,0,0,0,55
393,evening,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
394,evening,Tuesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
395,,Friday,STYLE,BECKY,COLOR,JOANNE,2,167,Tuesday,evening,0,1,167,2,1,1,2,0,0,1,24
396,,Friday,COLOR,JOANNE,COLOR,JOANNE,2,167,Tuesday,evening,0,1,167,2,1,1,2,0,0,1,24
397,afternoon,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
398,evening,Wednesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
399,afternoon,Wednesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
400,evening,Saturday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
401,evening,Tuesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
402,afternoon,Saturday,STYLE,BECKY,STYLE,SINEAD,1,30,Tuesday,evening,0,0,30,1,1,0,0,0,0,0,46
403,afternoon,Saturday,COLOR,JOANNE,STYLE,SINEAD,1,30,Tuesday,evening,0,0,30,1,1,0,0,0,0,0,46
404,morning,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
405,evening,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
406,morning,Friday,STYLE,JJ,STYLE,JJ,1,82,Wednesday,evening,0,0,82,1,1,0,0,0,0,0,9
407,evening,Tuesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
408,evening,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
409,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,82,Friday,evening,0,0,82,1,1,0,0,0,0,0,60
410,afternoon,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
411,morning,Tuesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
412,morning,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,70,Tuesday,morning,0,0,70,1,1,0,0,0,0,0,56
413,afternoon,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
414,,Wednesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
415,afternoon,Tuesday,STYLE,KELLY,STYLE,KELLY,0,0,Wednesday,,1,0,0,1,1,0,0,1,1,0,6
416,morning,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
417,afternoon,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
418,afternoon,Saturday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
419,evening,Friday,STYLE,BECKY,STYLE,BECKY,1,30,Saturday,afternoon,0,0,30,1,1,0,0,0,0,0,27
420,morning,Saturday,STYLE,BECKY,STYLE,BECKY,1,50,Friday,evening,0,0,80,2,2,0,0,0,0,0,43
421,afternoon,Wednesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
422,afternoon,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
423,,Saturday,STYLE,KELLY,STYLE,BECKY,1,60,Thursday,afternoon,0,0,60,1,1,0,0,0,0,1,37
424,,Saturday,COLOR,JOANNE,STYLE,BECKY,1,60,Thursday,afternoon,0,0,60,1,1,0,0,0,0,1,37
425,evening,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
426,morning,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
427,afternoon,Saturday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
428,,Tuesday,COLOR,JOANNE,STYLE,BECKY,1,60,Saturday,afternoon,0,0,60,1,1,0,0,0,0,1,3
429,morning,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
430,evening,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
431,afternoon,Tuesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
432,afternoon,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
433,afternoon,Tuesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
434,afternoon,Tuesday,COLOR,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
435,afternoon,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
436,morning,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
437,afternoon,Friday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
438,morning,Friday,COLOR,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
439,evening,Thursday,MISC,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
440,evening,Tuesday,STYLE,SINEAD,MISC,SINEAD,1,0,Thursday,evening,0,0,0,1,0,0,0,0,0,0,40
441,morning,Saturday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
442,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,82,Saturday,morning,0,0,82,1,1,0,0,0,0,0,46
443,,Saturday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
444,,Saturday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
445,,Thursday,STYLE,JJ,COLOR,JOANNE,0,0,Saturday,,0,0,0,2,1,1,0,2,0,1,5
446,,Thursday,COLOR,JOANNE,COLOR,JOANNE,0,0,Saturday,,0,0,0,2,1,1,0,2,0,1,5
447,,Friday,COLOR,KELLY,COLOR,JOANNE,0,0,Thursday,,1,0,0,4,2,2,0,4,2,1,1
448,,Friday,STYLE,BECKY,COLOR,KELLY,0,0,Friday,,1,0,0,5,2,3,0,5,3,1,14
449,,Tuesday,COLOR,JOANNE,STYLE,BECKY,0,0,Friday,,1,0,0,6,3,3,0,6,4,0,4
450,morning,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
451,afternoon,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
452,evening,Tuesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
453,afternoon,Sunday,STYLE,BECKY,STYLE,BECKY,1,60,Tuesday,evening,0,0,60,1,1,0,0,0,0,0,5
454,,Wednesday,STYLE,SINEAD,STYLE,BECKY,1,50,Sunday,afternoon,0,0,110,2,2,0,0,0,0,1,3
455,evening,Thursday,STYLE,JJ,STYLE,SINEAD,0,0,Wednesday,,1,0,110,3,3,0,0,1,1,0,50
456,,Thursday,STYLE,KELLY,STYLE,SINEAD,0,0,Wednesday,,1,0,110,3,3,0,0,1,1,0,50
457,evening,Thursday,STYLE,JJ,STYLE,KELLY,1,52,Thursday,,0,0,214,5,5,0,0,2,1,0,28
458,evening,Thursday,STYLE,BECKY,STYLE,JJ,1,52,Thursday,evening,0,0,266,6,6,0,0,2,1,0,14
459,afternoon,Wednesday,STYLE,TANYA,STYLE,BECKY,1,50,Thursday,evening,0,0,316,7,7,0,0,2,1,0,13
460,afternoon,Wednesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
461,afternoon,Tuesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
462,evening,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
463,evening,Thursday,COLOR,TANYA,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
464,morning,Friday,MISC,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
465,morning,Friday,STYLE,JJ,MISC,JJ,1,0,Friday,morning,0,0,0,1,0,0,0,0,0,0,21
466,morning,Friday,MISC,JJ,STYLE,JJ,1,60,Friday,morning,0,0,60,2,1,0,0,0,0,0,21
