,book_tod,book_dow,book_category,book_staff,last_category,last_staff,last_day_services,last_receipt_tot,last_dow,last_tod,last_noshow,last_prod_flag,last_cumrev,last_cumbook,last_cumstyle,last_cumcolor,last_cumprod,last_cumcancel,last_cumnoshow,noshow,recency
467,morning,Tuesday,STYLE,JJ,MISC,JJ,1,0,Friday,morning,0,0,60,3,1,0,0,0,0,0,18
468,morning,Friday,MISC,JJ,STYLE,JJ,1,60,Tuesday,morning,0,0,120,4,2,0,0,0,0,0,17
469,morning,Thursday,STYLE,JJ,MISC,JJ,1,0,Friday,morning,0,0,120,5,2,0,0,0,0,0,20
470,,Friday,MISC,JJ,STYLE,JJ,1,60,Thursday,morning,0,0,180,6,3,0,0,0,0,0,1
471,morning,Friday,MISC,JJ,MISC,JJ,0,0,Friday,,0,0,180,7,3,0,0,1,0,0,14
472,morning,Friday,STYLE,JJ,MISC,JJ,1,0,Friday,morning,0,0,180,8,3,0,0,1,0,0,14
473,afternoon,Wednesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
474,,Tuesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
475,evening,Wednesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
476,evening,Thursday,STYLE,BECKY,STYLE,SINEAD,1,30,Wednesday,evening,0,0,30,1,1,0,0,0,0,0,15
477,afternoon,Wednesday,STYLE,KELLY,STYLE,BECKY,1,68.45,Thursday,evening,0,1,80,2,2,0,1,0,0,0,13
478,afternoon,Thursday,STYLE,BECKY,STYLE,KELLY,1,55,Wednesday,afternoon,0,0,135,3,3,0,1,0,0,0,15
479,evening,Wednesday,STYLE,JJ,STYLE,BECKY,1,50,Thursday,afternoon,0,0,185,4,4,0,1,0,0,0,20
480,evening,Wednesday,STYLE,JJ,STYLE,BECKY,1,50,Thursday,afternoon,0,0,185,4,4,0,1,0,0,0,20
481,afternoon,Tuesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
482,morning,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
483,morning,Saturday,STYLE,JJ,STYLE,JJ,1,82,Tuesday,morning,0,0,82,1,1,0,0,0,0,0,46
484,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82,Tuesday,morning,0,0,82,1,1,0,0,0,0,0,46
485,evening,Thursday,MISC,JJ,COLOR,JOANNE,2,242,Saturday,morning,0,1,324,3,2,1,2,0,0,0,26
486,,Saturday,STYLE,JJ,MISC,JJ,1,0,Thursday,evening,0,0,324,4,2,1,2,0,0,0,9
487,,Saturday,COLOR,JOANNE,MISC,JJ,1,0,Thursday,evening,0,0,324,4,2,1,2,0,0,0,9
488,morning,Saturday,STYLE,JJ,COLOR,JOANNE,0,0,Saturday,,0,0,324,6,3,2,2,2,0,0,14
489,morning,Saturday,COLOR,JOANNE,COLOR,JOANNE,0,0,Saturday,,0,0,324,6,3,2,2,2,0,0,14
490,morning,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
491,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,82,Thursday,morning,0,0,82,1,1,0,0,0,0,0,48
492,morning,Tuesday,MISC,JJ,STYLE,JJ,1,102,Wednesday,afternoon,0,0,184,2,2,0,0,0,0,0,34
493,afternoon,Thursday,STYLE,JJ,MISC,JJ,1,0,Tuesday,morning,0,0,184,3,2,0,0,0,0,0,16
494,morning,Saturday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
495,morning,Saturday,STYLE,JJ,STYLE,JJ,1,132.4,Saturday,morning,0,1,82,1,1,0,1,0,0,0,49
496,,Saturday,STYLE,JJ,STYLE,JJ,1,102,Saturday,morning,0,0,184,2,2,0,1,0,0,0,7
497,morning,Friday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
498,evening,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
499,evening,Thursday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
500,evening,Thursday,COLOR,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
501,afternoon,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
502,morning,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
503,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,82,Tuesday,morning,0,0,82,1,1,0,0,0,0,0,78
504,evening,Tuesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
505,afternoon,Saturday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
506,morning,Saturday,COLOR,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
507,morning,Saturday,COLOR,KELLY,COLOR,KELLY,1,45,Saturday,morning,0,0,45,1,0,1,0,0,0,0,28
508,evening,Tuesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
509,afternoon,Tuesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
510,afternoon,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
511,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,30,Friday,afternoon,0,0,30,1,1,0,0,0,0,0,46
512,evening,Friday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
513,morning,Saturday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
514,afternoon,Saturday,STYLE,BECKY,STYLE,BECKY,1,60,Saturday,morning,0,0,60,1,1,0,0,0,0,0,56
515,morning,Saturday,COLOR,JOANNE,STYLE,BECKY,1,60,Saturday,morning,0,0,60,1,1,0,0,0,0,0,56
516,,Saturday,COLOR,JOANNE,STYLE,BECKY,1,60,Saturday,morning,0,0,60,1,1,0,0,0,0,0,56
517,morning,Saturday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
518,morning,Saturday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
519,morning,Tuesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
520,morning,Thursday,STYLE,BECKY,STYLE,SINEAD,1,35,Tuesday,morning,0,0,35,1,1,0,0,0,0,0,44
521,morning,Thursday,STYLE,BECKY,STYLE,BECKY,1,50,Thursday,morning,0,0,85,2,2,0,0,0,0,0,28
522,afternoon,Saturday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
523,morning,Saturday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
524,morning,Saturday,STYLE,BECKY,COLOR,JOANNE,2,255.55,Saturday,morning,0,1,155,2,1,1,2,0,0,0,49
525,morning,Saturday,COLOR,JOANNE,COLOR,JOANNE,2,255.55,Saturday,morning,0,1,155,2,1,1,2,0,0,0,49
526,evening,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
527,evening,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
528,afternoon,Wednesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
529,afternoon,Friday,STYLE,BECKY,STYLE,SINEAD,1,35,Wednesday,afternoon,0,0,35,1,1,0,0,0,0,0,51
530,morning,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
531,afternoon,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
532,afternoon,Saturday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
533,evening,Tuesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
534,afternoon,Sunday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
535,evening,Wednesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
536,morning,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
537,afternoon,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
538,evening,Wednesday,STYLE,TANYA,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
539,evening,Wednesday,COLOR,TANYA,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
540,,Friday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
541,afternoon,Saturday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
542,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,82,Saturday,afternoon,0,0,82,1,1,0,0,0,0,0,81
543,evening,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
544,evening,Thursday,STYLE,JJ,STYLE,JJ,1,40,Thursday,evening,0,0,40,1,1,0,0,0,0,0,35
545,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,60,Thursday,evening,0,0,100,2,2,0,0,0,0,0,34
546,evening,Thursday,STYLE,JJ,STYLE,JJ,1,60,Wednesday,morning,0,0,160,3,3,0,0,0,0,0,36
547,morning,Saturday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
548,morning,Saturday,STYLE,JJ,STYLE,JJ,1,82,Saturday,morning,0,0,82,1,1,0,0,0,0,0,63
549,morning,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
550,morning,Saturday,STYLE,JJ,STYLE,JJ,1,82,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,66
551,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,66
552,evening,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
553,afternoon,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
554,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,132.4,Thursday,afternoon,0,1,82,1,1,0,1,0,0,0,35
555,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,102,Thursday,afternoon,0,0,184,2,2,0,1,0,0,0,34
556,afternoon,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
557,afternoon,Friday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
558,morning,Thursday,STYLE,BECKY,COLOR,JOANNE,2,0,Friday,afternoon,1,0,70,2,1,1,1,0,1,0,48
559,morning,Thursday,COLOR,JOANNE,COLOR,JOANNE,2,0,Friday,afternoon,1,0,70,2,1,1,1,0,1,0,48
560,evening,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
561,evening,Tuesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
562,morning,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
563,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,40,Friday,morning,0,0,40,1,1,0,0,0,0,0,74
564,,Saturday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
565,morning,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
566,,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
567,afternoon,Tuesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
568,afternoon,Tuesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
569,afternoon,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
570,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,82,Thursday,afternoon,0,0,82,1,1,0,0,0,0,0,36
571,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,102,Friday,afternoon,0,0,184,2,2,0,0,0,0,0,15
572,,Thursday,STYLE,JJ,COLOR,JOANNE,1,130,Saturday,morning,0,0,314,3,2,1,0,0,0,0,5
573,morning,Friday,STYLE,JJ,STYLE,JJ,0,0,Thursday,,0,0,314,4,3,1,0,1,0,0,15
574,morning,Saturday,COLOR,JOANNE,STYLE,JJ,1,82,Friday,morning,0,0,396,5,4,1,0,1,0,0,29
575,afternoon,Friday,STYLE,JJ,COLOR,JOANNE,1,130,Saturday,morning,0,0,526,6,4,2,0,1,0,0,6
576,morning,Tuesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
577,morning,Friday,STYLE,BECKY,STYLE,BECKY,1,60,Tuesday,morning,0,0,60,1,1,0,0,0,0,0,45
578,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,1,80,Friday,morning,0,0,140,2,2,0,0,0,0,0,41
579,afternoon,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
580,morning,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
581,morning,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
582,morning,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
583,afternoon,Wednesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
584,morning,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
585,morning,Wednesday,STYLE,JJ,STYLE,JJ,1,40,Friday,morning,0,0,40,1,1,0,0,0,0,0,40
586,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,101.4,Wednesday,morning,0,1,100,2,2,0,1,0,0,0,28
587,morning,Thursday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
588,morning,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,70,Thursday,morning,0,0,70,1,1,0,0,0,0,0,34
589,morning,Thursday,STYLE,BECKY,STYLE,SINEAD,1,90,Wednesday,morning,0,0,160,2,2,0,0,0,0,0,43
590,afternoon,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
591,afternoon,Friday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
592,morning,Tuesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
593,morning,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,35,Tuesday,morning,0,0,35,1,1,0,0,0,0,0,35
594,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,50,Tuesday,morning,0,0,85,2,2,0,0,0,0,0,35
595,evening,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
596,evening,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
597,evening,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
598,afternoon,Friday,STYLE,JJ,STYLE,JJ,1,40,Thursday,evening,0,0,40,1,1,0,0,0,0,0,43
599,afternoon,Thursday,STYLE,JJ,STYLE,JJ,1,60,Friday,afternoon,0,0,100,2,2,0,0,0,0,0,41
600,,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
601,,Thursday,COLOR,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
602,evening,Friday,STYLE,BECKY,COLOR,BECKY,0,0,Thursday,,1,0,0,2,1,1,0,2,2,0,1
603,evening,Friday,COLOR,BECKY,COLOR,BECKY,0,0,Thursday,,1,0,0,2,1,1,0,2,2,0,1
604,evening,Tuesday,STYLE,BECKY,COLOR,BECKY,2,75,Friday,evening,0,1,75,4,2,2,2,2,2,0,74
605,evening,Tuesday,COLOR,BECKY,COLOR,BECKY,2,75,Friday,evening,0,1,75,4,2,2,2,2,2,0,74
606,afternoon,Thursday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
607,evening,Friday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
608,morning,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
609,afternoon,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
610,morning,Sunday,STYLE,BECKY,STYLE,BECKY,1,30,Thursday,afternoon,0,0,30,1,1,0,0,0,0,0,59
611,morning,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
612,morning,Thursday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
613,afternoon,Friday,STYLE,JJ,COLOR,JOANNE,2,115,Thursday,morning,0,1,115,2,1,1,2,0,0,0,29
614,afternoon,Friday,COLOR,JOANNE,COLOR,JOANNE,2,115,Thursday,morning,0,1,115,2,1,1,2,0,0,0,29
615,evening,Friday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
616,morning,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
617,morning,Saturday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
618,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60,Saturday,morning,0,0,60,1,1,0,0,0,0,0,45
619,,Tuesday,STYLE,BECKY,STYLE,BECKY,1,80,Tuesday,evening,0,0,140,2,2,0,0,0,0,0,42
620,afternoon,Thursday,STYLE,BECKY,STYLE,BECKY,0,0,Tuesday,,0,0,140,3,3,0,0,1,0,0,2
621,evening,Friday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
622,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,30,Friday,evening,0,0,30,1,1,0,0,0,0,0,46
623,,Saturday,STYLE,BECKY,STYLE,BECKY,1,50,Tuesday,morning,0,0,80,2,2,0,0,0,0,0,39
624,morning,Saturday,STYLE,BECKY,STYLE,BECKY,0,0,Saturday,,0,0,80,3,3,0,0,1,0,0,14
625,afternoon,Thursday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
626,morning,Thursday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
627,morning,Thursday,MISC,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
628,morning,Thursday,STYLE,BECKY,MISC,JOANNE,3,220,Thursday,morning,0,1,220,3,1,1,3,0,0,0,49
629,morning,Thursday,COLOR,JOANNE,MISC,JOANNE,3,220,Thursday,morning,0,1,220,3,1,1,3,0,0,0,49
630,morning,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
631,afternoon,Wednesday,STYLE,JJ,STYLE,JJ,1,40,Tuesday,morning,0,0,40,1,1,0,0,0,0,0,29
632,,Tuesday,STYLE,JJ,STYLE,JJ,1,60,Wednesday,afternoon,0,0,100,2,2,0,0,0,0,0,13
633,,Tuesday,STYLE,JJ,STYLE,JJ,0,0,Tuesday,,0,0,100,3,3,0,0,1,0,1,14
634,evening,Thursday,STYLE,JJ,STYLE,JJ,0,0,Tuesday,,1,0,100,4,4,0,0,2,1,0,2
635,morning,Tuesday,STYLE,JJ,STYLE,JJ,1,60,Thursday,evening,0,0,160,5,5,0,0,2,1,0,26
636,evening,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
637,evening,Tuesday,STYLE,JJ,STYLE,JJ,1,82,Wednesday,evening,0,0,82,1,1,0,0,0,0,1,20
638,,Thursday,STYLE,JJ,STYLE,JJ,1,0,Tuesday,evening,1,0,82,2,2,0,0,0,1,0,2
639,afternoon,Tuesday,MISC,JOANNE,STYLE,JJ,0,0,Thursday,,0,0,82,3,3,0,0,1,1,0,12
640,afternoon,Saturday,STYLE,JJ,MISC,JOANNE,1,0,Tuesday,afternoon,0,0,82,4,3,0,0,1,1,0,11
641,afternoon,Saturday,COLOR,JOANNE,MISC,JOANNE,1,0,Tuesday,afternoon,0,0,82,4,3,0,0,1,1,0,11
642,afternoon,Wednesday,STYLE,JJ,COLOR,JOANNE,2,382.8,Saturday,afternoon,0,1,364,6,4,1,2,1,1,1,60
643,,Tuesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
644,evening,Thursday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
645,evening,Thursday,STYLE,KELLY,STYLE,KELLY,1,63.45,Thursday,evening,0,1,45,1,1,0,1,0,0,0,42
646,afternoon,Saturday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
647,evening,Friday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
648,evening,Tuesday,COLOR,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
649,evening,Tuesday,MISC,JOANNE,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
650,,Tuesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
651,,Thursday,STYLE,KELLY,STYLE,BECKY,2,0,Tuesday,,1,0,185,3,1,1,2,1,1,0,2
652,,Thursday,COLOR,JOANNE,STYLE,BECKY,2,0,Tuesday,,1,0,185,3,1,1,2,1,1,0,2
653,morning,Wednesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
654,morning,Thursday,STYLE,JJ,STYLE,JJ,1,82,Wednesday,morning,0,0,82,1,1,0,0,0,0,0,57
655,,Tuesday,COLOR,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
656,afternoon,Thursday,STYLE,SINEAD,COLOR,KELLY,0,0,Tuesday,,1,0,0,1,0,1,0,1,1,0,2
657,,Wednesday,STYLE,SINEAD,STYLE,SINEAD,1,230,Thursday,afternoon,0,0,230,2,1,1,0,1,1,1,6
658,evening,Friday,STYLE,BECKY,STYLE,SINEAD,0,0,Wednesday,,1,0,230,3,2,1,0,2,2,0,2
659,afternoon,Saturday,STYLE,SINEAD,STYLE,BECKY,1,50,Friday,evening,0,0,280,4,3,1,0,2,2,1,8
660,morning,Tuesday,STYLE,BECKY,STYLE,SINEAD,1,0,Saturday,afternoon,1,0,330,5,4,1,0,2,3,0,10
661,evening,Tuesday,STYLE,SINEAD,STYLE,BECKY,1,50,Tuesday,morning,0,0,380,6,5,1,0,2,3,1,7
662,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0,Tuesday,evening,1,0,430,7,6,1,0,2,4,0,9
663,afternoon,Thursday,COLOR,JOANNE,STYLE,SINEAD,1,0,Tuesday,evening,1,0,430,7,6,1,0,2,4,0,9
664,,Saturday,COLOR,JOANNE,COLOR,JOANNE,2,50,Thursday,afternoon,0,0,530,9,7,2,0,2,4,0,2
665,morning,Saturday,STYLE,SINEAD,COLOR,JOANNE,0,0,Saturday,,0,0,530,10,7,3,0,3,4,1,7
666,evening,Friday,STYLE,BECKY,STYLE,SINEAD,1,0,Saturday,morning,1,0,580,11,8,3,0,3,5,0,20
667,afternoon,Friday,COLOR,JOANNE,STYLE,SINEAD,1,0,Saturday,morning,1,0,580,11,8,3,0,3,5,0,20
668,evening,Friday,STYLE,HOUSE,COLOR,JOANNE,2,70,Friday,afternoon,0,0,700,13,9,4,1,3,5,0,7
669,morning,Tuesday,STYLE,BECKY,STYLE,HOUSE,1,250,Friday,evening,0,0,950,14,10,4,1,3,5,1,11
670,,Tuesday,STYLE,BECKY,STYLE,BECKY,1,0,Tuesday,morning,1,0,1000,15,11,4,1,3,6,0,7
671,evening,Tuesday,STYLE,BECKY,STYLE,BECKY,1,0,Tuesday,morning,1,0,1000,15,11,4,1,3,6,1,7
672,morning,Tuesday,STYLE,BECKY,STYLE,BECKY,1,0,Tuesday,evening,1,0,1100,17,13,4,1,4,7,0,7
673,morning,Tuesday,COLOR,JOANNE,STYLE,BECKY,1,0,Tuesday,evening,1,0,1100,17,13,4,1,4,7,0,7
674,afternoon,Thursday,STYLE,BECKY,COLOR,JOANNE,2,50,Tuesday,morning,0,0,1200,19,14,5,1,4,7,1,9
675,,Tuesday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,1,0
676,afternoon,Thursday,STYLE,JJ,STYLE,JJ,0,0,Tuesday,,1,0,0,1,1,0,0,1,1,0,2
677,morning,Friday,STYLE,JJ,STYLE,JJ,1,82,Thursday,afternoon,0,0,82,2,2,0,0,1,1,0,43
678,afternoon,Saturday,MISC,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
679,morning,Thursday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
680,afternoon,Tuesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
681,morning,Saturday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
682,morning,Saturday,COLOR,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
683,morning,Saturday,STYLE,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
684,morning,Saturday,COLOR,JJ,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
685,evening,Tuesday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
686,,Wednesday,STYLE,TANYA,STYLE,KELLY,1,55,Tuesday,evening,0,0,55,1,1,0,0,0,0,1,22
687,evening,Tuesday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
688,afternoon,Thursday,STYLE,BECKY,STYLE,SINEAD,1,35,Tuesday,evening,0,0,35,1,1,0,0,0,0,0,72
689,evening,Tuesday,STYLE,BECKY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
690,afternoon,Tuesday,STYLE,BECKY,STYLE,BECKY,1,60,Tuesday,evening,0,0,60,1,1,0,0,0,0,0,49
691,evening,Thursday,STYLE,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
692,afternoon,Thursday,STYLE,SINEAD,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
693,afternoon,Thursday,COLOR,KELLY,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0
694,morning,Wednesday,STYLE,HOUSE,COLOR,KELLY,2,135,Thursday,afternoon,0,1,135,2,1,1,2,0,0,0,6
695,afternoon,Thursday,STYLE,SINEAD,STYLE,HOUSE,1,225,Wednesday,morning,0,0,360,3,2,1,2,0,0,1,8
696,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0,Thursday,afternoon,1,0,410,4,3,1,2,0,1,1,7
697,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0,Thursday,afternoon,1,0,460,5,4,1,2,0,2,1,7
698,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0,Thursday,afternoon,1,0,505,6,5,1,2,0,3,1,7
699,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0,Thursday,afternoon,1,0,555,7,6,1,2,0,4,1,7
700,afternoon,Thursday,STYLE,SINEAD,STYLE,SINEAD,1,0,Thursday,afternoon,1,0,605,8,7,1,2,0,5,0,7
701,afternoon,Thursday,COLOR,JOANNE,STYLE,SINEAD,1,0,Thursday,afternoon,1,0,605,8,7,1,2,0,5,0,7
702,afternoon,Thursday,STYLE,SINEAD,COLOR,JOANNE,2,160,Thursday,afternoon,0,1,765,10,8,2,4,0,5,0,7
703,,Thursday,STYLE,SINEAD,COLOR,JOANNE,2,160,Thursday,afternoon,0,1,765,10,8,2,4,0,5,0,7
704,,Thursday,COLOR,JOANNE,COLOR,JOANNE,2,160,Thursday,afternoon,0,1,765,10,8,2,4,0,5,0,7
