"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Mar 31","boxscore","TEX","","PHI","L","10","14","","0-1","3","1.0","Lee","Figueroa","","3:36","D","49,031","-"
"2","2","Tuesday, Apr 1","boxscore","TEX","","PHI","W-wo","3","2","","1-1","3","1.0","Soria","Hollands","","3:14","N","29,530","+"
"3","3","Wednesday, Apr 2","boxscore","TEX","","PHI","W-wo","4","3","","2-1","3","1.0","Rosin","Papelbon","","3:02","N","28,218","++"
"4","4","Friday, Apr 4","boxscore","TEX","@","TBR","L","1","8","","2-2","2","1.0","Odorizzi","Saunders","","3:10","N","14,304","-"
"5","5","Saturday, Apr 5","boxscore","TEX","@","TBR","L","4","5","","2-3","2","2.0","Gomes","Cotts","Balfour","2:48","N","30,364","--"
"6","6","Sunday, Apr 6","boxscore","TEX","@","TBR","W","3","0","","3-3","2","1.0","Darvish","Peralta","Soria","3:01","D","22,569","+"
"7","7","Monday, Apr 7","boxscore","TEX","@","BOS","L","1","5","","3-4","3","1.5","Lackey","Scheppers","","3:07","N","35,842","-"
"8","8","Tuesday, Apr 8","boxscore","TEX","@","BOS","W","10","7","","4-4","3","1.5","Perez","Doubront","","3:11","N","34,142","+"
"9","9","Wednesday, Apr 9","boxscore","TEX","@","BOS","L","2","4","","4-5","3","1.5","Miller","Ogando","Uehara","2:57","D","33,585","-"
"10","10","Friday, Apr 11","boxscore","TEX","","HOU","W-wo","1","0","12","5-5","3","1.5","Frasor","Peacock","","4:11","N","36,150","+"
"11","11","Saturday, Apr 12","boxscore","TEX","","HOU","L","5","6","10","5-6","3","2.0","Chapman","Soria","Bass","3:15","N","42,577","-"
"12","12","Sunday, Apr 13","boxscore","TEX","","HOU","W","1","0","","6-6","3","2.0","Perez","Oberholtzer","Ogando","2:15","D","38,698","+"
"13","13","Monday, Apr 14","boxscore","TEX","","SEA","L","1","7","","6-7","3","3.0","Elias","Lewis","","3:01","N","23,081","-"
"14","14","Tuesday, Apr 15","boxscore","TEX","","SEA","W","5","0","","7-7","3","3.0","Ross","Beavan","","2:22","N","26,628","+"
"15","15","Wednesday, Apr 16","boxscore","TEX","","SEA","W-wo","3","2","","8-7","2","2.0","Figueroa","Rodney","","2:47","N","27,396","++"
"16","16","Thursday, Apr 17","boxscore","TEX","","SEA","W","8","6","","9-7","2","1.5","Figueroa","Beimel","Soria","3:28","D","29,024","+++"
"17","17","Friday, Apr 18","boxscore","TEX","","CHW","W","12","0","","10-7","2","1.5","Perez","Paulino","","2:41","N","40,671","++++"
