"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Nelson Figueroa, L (5-4)","6","6","5","5","1","4","2","3.81","24","87","56","33","4","19","10","9","1","0","43","","","-0.340","1.13","-2.1"
"Henry Villar","0.2","0","1","1","1","0","0","9.00","3","11","5","3","1","1","1","1","0","0","","0","0","0.006","0.27","0.3"
"Gustavo Chacin","0","2","1","1","0","0","1","4.74","2","5","4","3","1","0","0","2","1","0","","1","1","-0.046","0.16","-2.0"
"Enerio Del Rosario","0.1","0","0","0","0","0","0","4.50","2","3","1","1","0","0","1","0","0","0","","1","0","0.001","0.05","-0.2"
"Wesley Wright","1","0","0","0","1","2","0","5.81","4","17","9","4","2","3","0","1","0","0","","1","0","0.002","0.04","0.9"
