"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Bud Norris, W (2-4)","8","6","1","1","0","8","0","6.03","28","99","65","36","15","14","12","7","4","0","74","","","0.287","0.99","2.8"
"Matt Lindstrom, S (9)","1","0","0","0","1","1","0","1.56","4","18","8","4","0","4","2","0","0","0","","0","0","0.038","0.52","0.5"
