"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Friday, Apr 6","boxscore","TBR","","NYY","W-wo","7","6","","1-0","1","Tied","Rodney","Rivera","","3:44","D","34,078","+"
"2","2","Saturday, Apr 7","boxscore","TBR","","NYY","W","8","6","","2-0","1","Tied","Price","Kuroda","Rodney","3:20","N","34,078","++"
"3","3","Sunday, Apr 8","boxscore","TBR","","NYY","W","3","0","","3-0","1","Tied","Hellickson","Hughes","Rodney","3:01","D","30,413","+++"
"4","4","Tuesday, Apr 10","boxscore","TBR","@","DET","L","2","5","","3-1","1","up 0.5","Coke","McGee","Valverde","2:35","D","22,574","-"
"5","5","Wednesday, Apr 11","boxscore","TBR","@","DET","W","4","2","","4-1","1","up 0.5","Shields","Verlander","Rodney","2:48","D","28,180","+"
"6","6","Thursday, Apr 12","boxscore","TBR","@","DET","L","2","7","","4-2","1","Tied","Balester","Niemann","","3:23","D","30,288","-"
"7","7","Friday, Apr 13","boxscore","TBR","@","BOS","L","2","12","","4-3","1","Tied","Beckett","Price","","3:19","D","37,032","--"
"8","8","Saturday, Apr 14","boxscore","TBR","@","BOS","L","5","13","","4-4","2","1.0","Buchholz","Badenhop","","3:18","D","38,024","---"
"9","9","Sunday, Apr 15","boxscore","TBR","@","BOS","L","4","6","","4-5","4","1.0","Padilla","Moore","Aceves","3:12","D","38,024","----"
"10","10","Monday, Apr 16","boxscore","TBR","@","BOS","W","1","0","","5-5","3","1.0","Shields","Bard","Rodney","3:08","D","38,108","+"
"11","11","Tuesday, Apr 17","boxscore","TBR","@","TOR","L","3","7","","5-6","4","2.0","Romero","Niemann","","3:05","N","15,331","-"
"12","12","Wednesday, Apr 18","boxscore","TBR","@","TOR","W","12","2","","6-6","3","1.0","Price","Morrow","","3:11","N","15,828","+"
"13","13","Thursday, Apr 19","boxscore","TBR","@","TOR","W","9","4","","7-6","2","1.0","Hellickson","Alvarez","","3:43","N","18,976","++"
"14","14","Friday, Apr 20","boxscore","TBR","","MIN","L","4","5","","7-7","4","1.0","Maloney","Gomes","Capps","3:09","N","18,763","-"
"15","15","Saturday, Apr 21","boxscore","TBR","","MIN","W","4","1","","8-7","3","1.0","Shields","Pavano","Rodney","3:03","N","31,774","+"
"16","16","Sunday, Apr 22","boxscore","TBR","","MIN","W","6","2","","9-7","3","0.5","Niemann","Liriano","","2:54","D","26,507","++"
"17","17","Tuesday, Apr 24","boxscore","TBR","","LAA","W","5","0","","10-7","1","Tied","Price","Santana","","2:25","N","14,933","+++"
"18","18","Wednesday, Apr 25","boxscore","TBR","","LAA","W","3","2","","11-7","1","Tied","Hellickson","Wilson","Rodney","3:10","N","14,638","++++"
"19","19","Thursday, Apr 26","boxscore","TBR","","LAA","W-wo","4","3","","12-7","1","Tied","Gomes","Walden","","2:48","D","15,417","+++++"
"20","20","Friday, Apr 27","boxscore","TBR","@","TEX","W","8","4","","13-7","1","up 1.0","Shields","Harrison","","3:18","N","47,496","++++++"
"21","21","Saturday, Apr 28","boxscore","TBR","@","TEX","L","2","7","","13-8","1","Tied","Lewis","Niemann","","2:54","N","49,197","-"
"22","22","Sunday, Apr 29","boxscore","TBR","@","TEX","W","5","2","","14-8","1","Tied","Price","Holland","Rodney","3:19","N","43,475","+"
"23","23","Monday, Apr 30","boxscore","TBR","","SEA","W-wo","3","2","12","15-8","1","up 1.0","Howell","League","","3:41","N","9,458","++"
"24","24","Tuesday, May 1","boxscore","TBR","","SEA","W","3","1","","16-8","1","up 1.0","Moore","Noesi","Rodney","2:37","N","9,972","+++"
"25","25","Wednesday, May 2","boxscore","TBR","","SEA","W","5","4","","17-8","1","up 1.0","Shields","Beavan","Peralta","3:10","N","9,837","++++"
"26","26","Thursday, May 3","boxscore","TBR","","SEA","W","4","3","","18-8","1","up 1.5","Niemann","Millwood","Rodney","2:57","D","11,575","+++++"
"27","27","Friday, May 4","boxscore","TBR","","OAK","W","7","2","","19-8","1","up 1.5","Price","Ross","Peralta","2:50","N","18,799","++++++"
"28","28","Saturday, May 5","boxscore","TBR","","OAK","L","3","4","12","19-9","1","up 0.5","Fuentes","Peralta","Balfour","4:14","N","23,890","-"
"29","29","Sunday, May 6","boxscore","TBR","","OAK","L","5","9","","19-10","2","0.5","Milone","Moore","","3:29","D","23,873","--"
"30","30","Tuesday, May 8","boxscore","TBR","@","NYY","L","3","5","","19-11","1","Tied","Nova","Shields","Robertson","3:08","N","37,086","---"
"31","31","Wednesday, May 9","boxscore","TBR","@","NYY","W","4","1","","20-11","1","up 0.5","Rodney","Robertson","","3:23","N","38,024","+"
