"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 5","boxscore","KCR","","DET","L","4","8","","0-1","3","1.0","Zumaya","Tejeda","","3:05","D","40,052","-"
"2","2","Wednesday, Apr 7","boxscore","KCR","","DET","W-wo","3","2","11","1-1","2","0.5","Farnsworth","Valverde","","3:33","N","10,574","+"
"3","3","Thursday, Apr 8","boxscore","KCR","","DET","L","3","7","","1-2","4","1.5","Bonine","Mendoza","","3:06","D","10,909","-"
"4","4","Friday, Apr 9","boxscore","KCR","","BOS","W","4","3","","2-2","3","1.5","Parrish","Bard","Soria","2:46","N","21,091","+"
"5","5","Saturday, Apr 10","boxscore","KCR","","BOS","L","3","8","","2-3","3","2.5","Beckett","Greinke","","2:47","N","37,505","-"
"6","6","Sunday, Apr 11","boxscore","KCR","","BOS","L","6","8","","2-4","3","3.0","Buchholz","Meche","Papelbon","3:28","D","19,240","--"
"7","7","Monday, Apr 12","boxscore","KCR","@","DET","W","10","5","","3-4","3","2.5","Hochevar","Scherzer","","3:26","D","17,058","+"
"8","8","Tuesday, Apr 13","boxscore","KCR","@","DET","L","5","6","","3-5","3","3.0","Zumaya","Hughes","Valverde","3:03","D","18,414","-"
"9","9","Wednesday, Apr 14","boxscore","KCR","@","DET","W","7","3","","4-5","3","2.0","Davies","Perry","Soria","2:50","D","19,262","+"
"10","10","Friday, Apr 16","boxscore","KCR","@","MIN","L","3","10","","4-6","3","3.5","Baker","Greinke","","3:04","N","38,532","-"
"11","11","Saturday, Apr 17","boxscore","KCR","@","MIN","L","5","6","","4-7","4","4.5","Duensing","Parrish","Rauch","2:37","D","38,564","--"
"12","12","Sunday, Apr 18","boxscore","KCR","@","MIN","W","10","5","","5-7","4","3.5","Hochevar","Pavano","Soria","3:10","D","38,544","+"
"13","13","Monday, Apr 19","boxscore","KCR","@","TOR","L","1","8","","5-8","4","4.0","Morrow","Bannister","","2:42","N","10,314","-"
"14","14","Tuesday, Apr 20","boxscore","KCR","@","TOR","L","3","4","","5-9","4","5.0","Camp","Davies","Gregg","2:30","N","10,565","--"
"15","15","Wednesday, Apr 21","boxscore","KCR","@","TOR","W","4","3","10","6-9","4","5.0","Tejeda","Downs","Soria","2:40","D","15,577","+"
"16","16","Friday, Apr 23","boxscore","KCR","","MIN","L","3","8","","6-10","4","5.5","Pavano","Meche","","2:53","N","16,605","-"
"17","17","Saturday, Apr 24","boxscore","KCR","","MIN","L","7","9","12","6-11","5","6.5","Rauch","Tejeda","","4:15","N","26,649","--"
"18","18","Sunday, Apr 25","boxscore","KCR","","MIN","W","4","3","","7-11","5","5.5","Bannister","Slowey","Soria","2:58","D","15,601","+"
"19","19","Monday, Apr 26","boxscore","KCR","","SEA","W","3","1","","8-11","3","5.0","Davies","Hernandez","Chen","2:46","N","11,391","++"
"20","20","Tuesday, Apr 27","boxscore","KCR","","SEA","L","2","3","","8-12","4","6.0","Kelley","Rupe","Aardsma","3:05","N","14,969","-"
"21","21","Wednesday, Apr 28","boxscore","KCR","","SEA","L","5","6","","8-13","4","6.0","League","Thompson","Aardsma","2:46","D","13,206","--"
"22","22","Thursday, Apr 29","boxscore","KCR","@","TBR","L","1","11","","8-14","5","6.0","Garza","Hochevar","","3:13","N","12,766","---"
"23","23","Friday, Apr 30","boxscore","KCR","@","TBR","W","3","2","","9-14","4","6.0","Rupe","Choate","Soria","2:37","N","25,195","+"
"24","24","Saturday, May 1","boxscore","KCR","@","TBR","W","4","2","11","10-14","4","5.0","Tejeda","Cormier","Soria","3:36","N","34,813","++"
"25","25","Sunday, May 2","boxscore","KCR","@","TBR","L","0","1","","10-15","4","6.0","Davis","Greinke","Soriano","2:15","D","19,757","-"
"26","26","Monday, May 3","boxscore","KCR","@","CHW","L","1","5","","10-16","5","7.0","Peavy","Meche","","2:25","N","21,208","--"
"27","27","Tuesday, May 4","boxscore","KCR","@","CHW","W","7","2","","11-16","3","7.0","Hochevar","Floyd","","2:40","N","17,517","+"
"28","28","Wednesday, May 5","boxscore","KCR","@","CHW","L","2","9","","11-17","4","8.0","Garcia","Bannister","","2:35","N","21,255","-"
"29","29","Thursday, May 6","boxscore","KCR","@","TEX","L","12","13","","11-18","4","8.0","Francisco","Soria","Feliz","3:12","N","15,132","--"
"30","30","Friday, May 7","boxscore","KCR","@","TEX","L","1","4","","11-19","5","8.5","Wilson","Greinke","","2:09","N","29,065","---"
"31","31","Saturday, May 8","boxscore","KCR","@","TEX","L","2","3","","11-20","5","9.0","Ray","Meche","Feliz","2:43","N","36,349","----"
"32","32","Sunday, May 9","boxscore","KCR","@","TEX","L","4","6","","11-21","5","10.0","Mathis","Thompson","Feliz","3:13","D","25,476","-----"
