"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Johnny Damon  CF-LF","5","1","1","0","0","0","5",".287",".393",".433",".827","21","14","-0.034","0.71","0.036","-0.070","-0.4","1","0",""
"Ramon Santiago  2B-SS","5","1","3","0","0","1","5",".261",".370",".315",".686","18","13","0.158","0.81","0.183","-0.025","1.5","0","3","2B"
"Magglio Ordonez  RF","3","1","1","1","1","0","4",".312",".407",".461",".868","13","8","0.021","1.05","0.086","-0.065","0.3","1","0","GDP"
"Joel Zumaya  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
"Alex Avila  PH","1","0","0","0","0","1","1",".154",".267",".292",".559","4","3","-0.064","2.86","0.000","-0.064","-0.6","","",""
"Miguel Cabrera  1B","5","0","2","0","0","0","5",".333",".418",".588","1.006","13","9","-0.004","1.25","0.104","-0.108","0.0","8","1","2B"
"Brennan Boesch  LF-RF","5","1","2","3","0","1","5",".352",".362",".637",".999","12","8","0.066","1.05","0.118","-0.052","1.5","2","0","HR,2B"
"Brandon Inge  3B","3","0","0","0","2","1","5",".221",".289",".383",".672","20","9","-0.100","1.44","0.048","-0.148","-0.5","1","3",""
"Gerald Laird  C","4","0","1","0","0","0","4",".161",".250",".247",".497","13","8","-0.107","0.97","0.015","-0.122","-1.3","6","0","GDP"
"Adam Everett  SS","2","0","1","0","0","0","2",".197",".217",".258",".475","6","4","0.004","0.91","0.024","-0.020","-0.0","5","2",""
"Austin Jackson  PH-CF","1","0","1","0","0","0","2",".337",".393",".451",".844","10","6","0.036","0.40","0.036","0.000","0.5","0","0","HBP"
"Danny Worth  PR-2B","0","0","0","0","0","0","0",".308",".308",".308",".615","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Armando Galarraga  P","2","0","0","0","0","1","2",".000",".000",".000",".000","5","5","-0.066","1.31","0.000","-0.066","-0.6","0","0",""
"Fu-Te Ni  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
"Don Kelly  PH","0","0","0","0","0","0","0",".250",".286",".325",".611","","","0.000","0.00","0.000","0.000","0.0","","",""
"Ryan Raburn  PH-2B-CF","2","0","0","0","0","0","2",".204",".304",".347",".651","6","5","-0.040","0.81","0.000","-0.040","-0.6","0","0",""
