"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 5","boxscore","CHW","","CLE","W","6","0","","1-0","1","Tied","Buehrle","Westbrook","","2:24","D","38,935","+"
"2","2","Wednesday, Apr 7","boxscore","CHW","","CLE","L","3","5","","1-1","2","0.5","Hernandez","Williams","Perez","3:10","N","19,514","-"
"3","3","Thursday, Apr 8","boxscore","CHW","","CLE","L","3","5","11","1-2","4","1.5","Lewis","Putz","Perez","3:59","N","18,637","--"
"4","4","Friday, Apr 9","boxscore","CHW","","MIN","L","3","4","11","1-3","5","2.5","Duensing","Pena","Rauch","3:43","N","21,416","---"
"5","5","Saturday, Apr 10","boxscore","CHW","","MIN","L","1","2","","1-4","5","3.5","Baker","Garcia","Rauch","2:35","D","28,337","----"
"6","6","Sunday, Apr 11","boxscore","CHW","","MIN","W","5","4","","2-4","3","3.0","Buehrle","Blackburn","Jenks","2:14","D","25,550","+"
"7","7","Monday, Apr 12","boxscore","CHW","@","TOR","W","8","7","11","3-4","3","2.5","Thornton","Accardo","Jenks","3:29","N","46,321","++"
"8","8","Tuesday, Apr 13","boxscore","CHW","@","TOR","L","2","4","","3-5","3","3.0","Romero","Floyd","Gregg","2:11","N","12,167","-"
"9","9","Wednesday, Apr 14","boxscore","CHW","@","TOR","W","11","1","","4-5","3","2.0","Danks","Morrow","","2:47","N","10,610","+"
"10","10","Thursday, Apr 15","boxscore","CHW","@","TOR","L","3","7","","4-6","4","3.0","Eveland","Garcia","","2:47","N","10,744","-"
"11","11","Friday, Apr 16","boxscore","CHW","@","CLE","L","2","6","","4-7","5","4.0","Talbot","Buehrle","","2:04","N","10,421","--"
"12","12","Saturday, Apr 17","boxscore","CHW","@","CLE","L","2","3","","4-8","5","5.0","Lewis","Thornton","Perez","2:24","D","12,885","---"
"13","13","Sunday, Apr 18","boxscore","CHW","@","CLE","L","4","7","","4-9","5","5.0","Hernandez","Floyd","Perez","3:07","D","10,564","----"
"14","14","Tuesday, Apr 20","boxscore","CHW","","TBR","W","4","1","","5-9","4","5.0","Danks","Price","Jenks","2:22","N","19,260","+"
"15","15","Wednesday, Apr 21","boxscore","CHW","","TBR","L","0","12","","5-10","5","6.0","Davis","Buehrle","","3:00","N","17,023","-"
"16","16","Thursday, Apr 22","boxscore","CHW","","TBR","L","2","10","","5-11","5","6.0","Shields","Peavy","","2:50","N","18,207","--"
"17","17","Friday, Apr 23","boxscore","CHW","","SEA","W-wo","7","6","","6-11","5","6.0","Thornton","Lowe","","2:57","N","24,653","+"
