"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Alfredo Simon, L (4-2)","6","7","2","2","4","4","1","3.04","28","95","59","36","6","17","8","12","8","0","50","","","0.025","1.20","0.8"
"Alex Wilson","0.2","1","0","0","0","0","0","1.98","3","8","6","5","0","1","1","2","1","0","","0","0","0.021","0.54","0.3"
"Tom Gorzelanny","1.1","2","0","0","0","0","0","3.38","5","16","11","8","1","2","3","2","1","0","","1","0","0.048","0.65","0.7"
