"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 5","boxscore","MIN","@","LAA","L","3","6","","0-1","3","1.0","Weaver","Baker","Fuentes","3:00","N","43,504","-"
"2","2","Tuesday, Apr 6","boxscore","MIN","@","LAA","W","5","3","","1-1","3","0.5","Blackburn","Saunders","Rauch","2:41","N","43,510","+"
"3","3","Wednesday, Apr 7","boxscore","MIN","@","LAA","W","4","2","","2-1","1","up 0.5","Pavano","Santana","Rauch","2:38","N","41,533","++"
"4","4","Thursday, Apr 8","boxscore","MIN","@","LAA","W","10","1","","3-1","1","up 0.5","Slowey","Pineiro","","3:02","N","39,709","+++"
"5","5","Friday, Apr 9","boxscore","MIN","@","CHW","W","4","3","11","4-1","1","up 0.5","Duensing","Pena","Rauch","3:43","N","21,416","++++"
"6","6","Saturday, Apr 10","boxscore","MIN","@","CHW","W","2","1","","5-1","1","up 0.5","Baker","Garcia","Rauch","2:35","D","28,337","+++++"
"7","7","Sunday, Apr 11","boxscore","MIN","@","CHW","L","4","5","","5-2","2","0.5","Buehrle","Blackburn","Jenks","2:14","D","25,550","-"
"8","8","Monday, Apr 12","boxscore","MIN","","BOS","W","5","2","","6-2","1","up 0.5","Pavano","Lester","Rauch","2:59","D","38,145","+"
"9","9","Wednesday, Apr 14","boxscore","MIN","","BOS","L","3","6","","6-3","1","Tied","Lackey","Slowey","Papelbon","3:24","D","38,164","-"
"10","10","Thursday, Apr 15","boxscore","MIN","","BOS","W","8","0","","7-3","1","up 0.5","Liriano","Wakefield","","2:38","D","38,341","+"
"11","11","Friday, Apr 16","boxscore","MIN","","KCR","W","10","3","","8-3","1","up 1.5","Baker","Greinke","","3:04","N","38,532","++"
"12","12","Saturday, Apr 17","boxscore","MIN","","KCR","W","6","5","","9-3","1","up 2.5","Duensing","Parrish","Rauch","2:37","D","38,564","+++"
"13","13","Sunday, Apr 18","boxscore","MIN","","KCR","L","5","10","","9-4","1","up 1.5","Hochevar","Pavano","Soria","3:10","D","38,544","-"
"14","14","Tuesday, Apr 20","boxscore","MIN","","CLE","W","5","1","","10-4","1","up 3.0","Slowey","Masterson","","2:23","N","38,985","+"
"15","15","Wednesday, Apr 21","boxscore","MIN","","CLE","W","6","0","","11-4","1","up 3.0","Liriano","Huff","","2:29","N","39,044","++"
"16","16","Thursday, Apr 22","boxscore","MIN","","CLE","L","1","8","","11-5","1","up 2.0","Talbot","Baker","","2:46","D","38,810","-"
"17","17","Friday, Apr 23","boxscore","MIN","@","KCR","W","8","3","","12-5","1","up 3.0","Pavano","Meche","","2:53","N","16,605","+"
"18","18","Saturday, Apr 24","boxscore","MIN","@","KCR","W","9","7","12","13-5","1","up 3.0","Rauch","Tejeda","","4:15","N","26,649","++"
"19","19","Sunday, Apr 25","boxscore","MIN","@","KCR","L","3","4","","13-6","1","up 3.0","Bannister","Slowey","Soria","2:58","D","15,601","-"
"20","20","Tuesday, Apr 27","boxscore","MIN","@","DET","W","2","0","","14-6","1","up 3.5","Liriano","Verlander","Rauch","2:51","N","22,008","+"
"21","21","Wednesday, Apr 28","boxscore","MIN","@","DET","L","6","11","","14-7","1","up 2.5","Thomas","Mahay","","3:08","N","19,900","-"
"22","22","Thursday, Apr 29","boxscore","MIN","@","DET","L","0","3","","14-8","1","up 1.5","Willis","Pavano","Valverde","2:18","D","25,595","--"
"23","23","Friday, Apr 30","boxscore","MIN","@","CLE","W","9","3","","15-8","1","up 1.5","Slowey","Hernandez","","3:15","N","14,124","+"
"24","24","Saturday, May 1","boxscore","MIN","@","CLE","L-wo","4","5","11","15-9","1","up 0.5","Wright","Burnett","","3:23","N","13,832","-"
"25","25","Sunday, May 2","boxscore","MIN","@","CLE","W","8","3","","16-9","1","up 0.5","Liriano","Huff","","3:16","D","12,619","+"
"26","26","Monday, May 3","boxscore","MIN","","DET","W","10","4","","17-9","1","up 1.5","Baker","Scherzer","","2:29","N","38,728","++"
"27","27","Tuesday, May 4","boxscore","MIN","","DET","W-wo","4","3","","18-9","1","up 2.5","Blackburn","Perry","","2:32","N","39,020","+++"
"28","28","Wednesday, May 5","boxscore","MIN","","DET","W","5","4","","19-9","1","up 3.5","Slowey","Porcello","Rauch","2:38","D","39,037","++++"
"29","29","Thursday, May 6","boxscore","MIN","","BAL","L","0","2","","19-10","1","up 3.0","Bergesen","Pavano","Simon","2:17","N","38,489","-"
"30","30","Saturday, May 8 (1)","boxscore","MIN","","BAL","L","3","7","","19-11","1","up 2.5","Guthrie","Liriano","","2:36","D","38,608","--"
"31","31","Saturday, May 8 (2)","boxscore","MIN","","BAL","W","6","1","","20-11","1","up 2.5","Baker","Millwood","","2:23","N","38,863","+"
"32","32","Sunday, May 9","boxscore","MIN","","BAL","W","6","0","","21-11","1","up 3.5","Blackburn","Matusz","","2:24","D","38,641","++"
"33","33","Tuesday, May 11","boxscore","MIN","","CHW","L","2","5","","21-12","1","up 2.5","Garcia","Slowey","Jenks","2:39","N","38,764","-"
"34","34","Wednesday, May 12","boxscore","MIN","","CHW","W","3","2","","22-12","1","up 3.0","Pavano","Danks","Rauch","2:22","D","38,895","+"
"35","35","Friday, May 14","boxscore","MIN","@","NYY","L","4","8","","22-13","1","up 2.5","Chamberlain","Baker","","3:11","N","45,195","-"
"36","36","Saturday, May 15","boxscore","MIN","@","NYY","L","1","7","","22-14","1","up 1.5","Pettitte","Liriano","","3:01","D","46,347","--"
