"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Tuesday, Apr 2","boxscore","TOR","","CLE","L","1","4","","0-1","3","1.0","Masterson","Dickey","Perez","2:31","N","48,857","-"
"2","2","Wednesday, Apr 3","boxscore","TOR","","CLE","L","2","3","11","0-2","4","2.0","Albers","Santos","Smith","3:23","N","24,619","--"
"3","3","Thursday, Apr 4","boxscore","TOR","","CLE","W","10","8","","1-2","3","1.0","Delabar","Myers","Janssen","2:49","N","19,515","+"
"4","4","Friday, Apr 5","boxscore","TOR","","BOS","L","4","6","","1-3","4","2.0","Tazawa","Rogers","Hanrahan","3:35","N","45,328","-"
"5","5","Saturday, Apr 6","boxscore","TOR","","BOS","W","5","0","","2-3","4","1.0","Happ","Lackey","","2:38","D","45,797","+"
"6","6","Sunday, Apr 7","boxscore","TOR","","BOS","L","0","13","","2-4","4","2.0","Lester","Dickey","","2:44","D","41,168","-"
"7","7","Tuesday, Apr 9","boxscore","TOR","@","DET","L","3","7","","2-5","5","3.0","Sanchez","Morrow","","2:55","D","28,979","--"
"8","8","Wednesday, Apr 10","boxscore","TOR","@","DET","W","8","6","","3-5","5","2.0","Loup","Villarreal","Janssen","3:36","D","29,631","+"
"9","9","Thursday, Apr 11","boxscore","TOR","@","DET","L","1","11","","3-6","5","2.0","Fister","Johnson","","3:00","D","28,781","-"
"10","10","Friday, Apr 12","boxscore","TOR","@","KCR","W","8","4","","4-6","5","1.5","Happ","Mendoza","Loup","2:56","N","13,049","+"
"11","11","Saturday, Apr 13","boxscore","TOR","@","KCR","W","3","2","","5-6","4","1.5","Dickey","Shields","Janssen","2:28","N","21,960","++"
"12","12","Sunday, Apr 14","boxscore","TOR","@","KCR","L-wo","2","3","","5-7","4","2.5","Herrera","Oliver","","2:37","D","29,057","-"
"13","13","Monday, Apr 15","boxscore","TOR","","CHW","W","4","3","","6-7","4","2.5","Buehrle","Floyd","Janssen","2:38","N","15,755","+"
"14","14","Tuesday, Apr 16","boxscore","TOR","","CHW","L","3","4","","6-8","4","3.5","Lindstrom","Delabar","Reed","2:42","N","16,131","-"
"15","15","Wednesday, Apr 17","boxscore","TOR","","CHW","L","0","7","","6-9","4","4.5","Quintana","Happ","","2:34","N","15,684","--"
"16","16","Thursday, Apr 18","boxscore","TOR","","CHW","W","3","1","","7-9","4","4.5","Dickey","Sale","Janssen","2:10","N","18,015","+"
"17","17","Friday, Apr 19","boxscore","TOR","","NYY","L","4","9","","7-10","4","5.0","Pettitte","Morrow","","2:37","N","40,028","-"
"18","18","Saturday, Apr 20","boxscore","TOR","","NYY","L","3","5","11","7-11","5","6.0","Kelley","Loup","Rivera","3:23","D","46,095","--"
"19","19","Sunday, Apr 21","boxscore","TOR","","NYY","W","8","4","","8-11","5","4.5","Cecil","Logan","","3:13","D","45,575","+"
