"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Friday, Apr 1","boxscore","OAK","","SEA","L","2","6","","0-1","4","1.0","Hernandez","Breslow","","2:50","N","36,067","-"
"2","2","Saturday, Apr 2","boxscore","OAK","","SEA","L","2","5","","0-2","4","2.0","Ray","Fuentes","League","2:58","N","15,088","--"
"3","3","Sunday, Apr 3","boxscore","OAK","","SEA","W","7","1","","1-2","3","2.0","Gonzalez","Fister","","2:44","D","22,292","+"
"4","4","Tuesday, Apr 5","boxscore","OAK","@","TOR","L-wo","6","7","10","1-3","4","3.5","Frasor","Balfour","","2:54","N","11,077","-"
"5","5","Wednesday, Apr 6","boxscore","OAK","@","TOR","L","3","5","","1-4","4","4.5","Litsch","Braden","Rauch","2:18","N","11,684","--"
"6","6","Thursday, Apr 7","boxscore","OAK","@","TOR","W","2","1","","2-4","3","4.0","Cahill","Frasor","Fuentes","2:32","D","19,528","+"
"7","7","Friday, Apr 8","boxscore","OAK","@","MIN","L","1","2","","2-5","3","4.5","Pavano","Anderson","Nathan","2:22","D","40,714","-"
"8","8","Saturday, Apr 9","boxscore","OAK","@","MIN","W","1","0","","3-5","3","4.0","Gonzalez","Blackburn","Fuentes","3:05","N","39,936","+"
"9","9","Sunday, Apr 10","boxscore","OAK","@","MIN","W","5","3","","4-5","3","4.0","McCarthy","Baker","Fuentes","2:50","D","38,484","++"
"10","10","Monday, Apr 11","boxscore","OAK","@","CHW","W","2","1","10","5-5","2","4.0","Ross","Crain","Fuentes","2:37","N","20,057","+++"
"11","11","Tuesday, Apr 12","boxscore","OAK","@","CHW","L-wo","5","6","10","5-6","3","4.0","Sale","Cramer","","3:32","N","18,020","-"
"12","12","Wednesday, Apr 13","boxscore","OAK","@","CHW","W","7","4","10","6-6","3","3.0","Balfour","Thornton","Fuentes","3:23","D","16,523","+"
"13","13","Thursday, Apr 14","boxscore","OAK","","DET","L","0","3","","6-7","3","3.5","Coke","Ross","Valverde","2:48","N","11,129","-"
"14","14","Friday, Apr 15","boxscore","OAK","","DET","L","4","8","10","6-8","3","4.5","Villarreal","Fuentes","","3:28","N","21,853","--"
