"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Thursday, Mar 31","boxscore","NYY","","DET","W","6","3","","1-0","1","up 0.5","Chamberlain","Coke","Rivera","3:02","D","48,226","+"
"2","2","Saturday, Apr 2","boxscore","NYY","","DET","W","10","6","","2-0","1","Tied","Burnett","Penny","Rivera","3:30","D","41,462","++"
"3","3","Sunday, Apr 3","boxscore","NYY","","DET","L","7","10","","2-1","2","1.0","Scherzer","Hughes","Valverde","3:20","D","40,574","-"
"4","4","Monday, Apr 4","boxscore","NYY","","MIN","W","4","3","","3-1","2","1.0","Nova","Baker","Rivera","2:38","N","40,311","+"
"5","5","Tuesday, Apr 5","boxscore","NYY","","MIN","L","4","5","10","3-2","3","1.5","Capps","Logan","Nathan","3:17","N","40,267","-"
"6","6","Thursday, Apr 7","boxscore","NYY","","MIN","W","4","3","","4-2","2","1.0","Burnett","Liriano","Rivera","3:04","D","41,512","+"
"7","7","Friday, Apr 8","boxscore","NYY","@","BOS","L","6","9","","4-3","3","1.5","Lackey","Colon","Papelbon","3:06","D","37,178","-"
"8","8","Saturday, Apr 9","boxscore","NYY","@","BOS","W","9","4","","5-3","2","1.0","Robertson","Buchholz","","3:26","D","37,488","+"
"9","9","Sunday, Apr 10","boxscore","NYY","@","BOS","L","0","4","","5-4","2","1.0","Beckett","Sabathia","","2:58","N","37,861","-"
"10","10","Wednesday, Apr 13","boxscore","NYY","","BAL","W","7","4","","6-4","1","Tied","Burnett","Tillman","Rivera","2:51","N","42,171","+"
"11","11","Thursday, Apr 14","boxscore","NYY","","BAL","W-wo","6","5","10","7-4","1","up 1.0","Rivera","Gonzalez","","3:13","N","40,517","++"
"12","12","Friday, Apr 15","boxscore","NYY","","TEX","L","3","5","","7-5","1","up 0.5","Harrison","Nova","Feliz","2:53","N","40,814","-"
"13","13","Saturday, Apr 16","boxscore","NYY","","TEX","W","5","2","","8-5","1","up 1.5","Garcia","Holland","Rivera","2:39","D","41,876","+"
"14","14","Sunday, Apr 17","boxscore","NYY","","TEX","W","6","5","","9-5","1","up 2.5","Soriano","Rhodes","Rivera","3:03","N","40,811","++"
"15","15","Tuesday, Apr 19","boxscore","NYY","@","TOR","L-wo","5","6","10","9-6","1","up 2.0","Rauch","Nova","","3:59","N","25,250","-"
"16","16","Wednesday, Apr 20","boxscore","NYY","@","TOR","W","6","2","","10-6","1","up 2.0","Colon","Cecil","Soriano","2:59","N","26,062","+"
"17","17","Saturday, Apr 23","boxscore","NYY","@","BAL","W","15","3","","11-6","1","up 3.0","Sabathia","Bergesen","","2:43","N","39,054","++"
"18","18","Sunday, Apr 24","boxscore","NYY","@","BAL","W","6","3","11","12-6","1","up 3.0","Logan","Berken","","3:45","D","25,051","+++"
"19","19","Monday, Apr 25","boxscore","NYY","","CHW","L","0","2","","12-7","1","up 2.5","Humber","Burnett","Santos","2:41","N","40,506","-"
"20","20","Tuesday, Apr 26","boxscore","NYY","","CHW","L","2","3","","12-8","1","up 2.0","Floyd","Soriano","Santos","2:54","N","40,785","--"
"21","21","Wednesday, Apr 27","boxscore","NYY","","CHW","W","3","1","","13-8","1","up 2.0","Colon","Buehrle","Rivera","2:11","N","40,586","+"
"22","22","Thursday, Apr 28","boxscore","NYY","","CHW","W","12","3","","14-8","1","up 1.5","Sabathia","Jackson","","3:06","N","40,081","++"
"23","23","Friday, Apr 29","boxscore","NYY","","TOR","L","3","5","","14-9","1","up 1.5","Romero","Garcia","Rauch","3:35","N","40,830","-"
"24","24","Saturday, Apr 30","boxscore","NYY","","TOR","W","5","4","","15-9","1","up 1.5","Burnett","Drabek","Rivera","2:47","D","42,460","+"
"25","25","Sunday, May 1","boxscore","NYY","","TOR","W","5","2","","16-9","1","up 2.5","Nova","Litsch","Rivera","2:55","D","43,363","++"
"26","26","Monday, May 2","boxscore","NYY","@","DET","W","5","3","","17-9","1","up 3.0","Chamberlain","Valverde","Rivera","3:13","N","22,852","+++"
"27","27","Tuesday, May 3","boxscore","NYY","@","DET","L","2","4","","17-10","1","up 2.0","Penny","Sabathia","Valverde","2:54","N","23,551","-"
"28","28","Wednesday, May 4","boxscore","NYY","@","DET","L","0","4","","17-11","1","up 2.0","Scherzer","Garcia","","2:41","N","22,569","--"
"29","29","Thursday, May 5","boxscore","NYY","@","DET","L","3","6","","17-12","1","up 1.0","Porcello","Burnett","","2:58","D","30,572","---"
"30","30","Friday, May 6","boxscore","NYY","@","TEX","W","4","1","","18-12","1","up 1.0","Nova","Harrison","Rivera","2:47","N","49,069","+"
"31","31","Saturday, May 7","boxscore","NYY","@","TEX","L","5","7","","18-13","1","Tied","Rhodes","Logan","Feliz","2:58","N","49,574","-"
"32","32","Sunday, May 8","boxscore","NYY","@","TEX","W","12","5","","19-13","1","Tied","Sabathia","Rhodes","","3:36","D","48,057","+"
"33","33","Tuesday, May 10","boxscore","NYY","","KCR","W","3","1","","20-13","1","up 1.0","Garcia","Davies","Rivera","2:52","N","41,275","++"
"34","34","Wednesday, May 11","boxscore","NYY","","KCR","L","3","4","11","20-14","1","Tied","Soria","Carlyle","Coleman","4:31","N","40,164","-"
"35","35","Thursday, May 12","boxscore","NYY","","KCR","L","5","11","","20-15","2","1.0","O'Sullivan","Nova","","3:20","N","41,790","--"
"36","36","Friday, May 13","boxscore","NYY","","BOS","L","4","5","","20-16","2","2.0","Buchholz","Colon","Papelbon","3:35","N","48,254","---"
"37","37","Saturday, May 14","boxscore","NYY","","BOS","L","0","6","","20-17","2","2.0","Beckett","Sabathia","","3:26","N","48,790","----"
"38","38","Sunday, May 15","boxscore","NYY","","BOS","L","5","7","","20-18","2","2.0","Lester","Garcia","Papelbon","3:41","N","46,945","-----"
"39","39","Monday, May 16","boxscore","NYY","@","TBR","L","5","6","","20-19","2","3.0","Cruz","Burnett","Farnsworth","2:50","N","25,024","------"
"40","40","Tuesday, May 17","boxscore","NYY","@","TBR","W","6","2","","21-19","2","2.0","Nova","Shields","","3:10","N","27,123","+"
"41","41","Wednesday, May 18","boxscore","NYY","@","BAL","W","4","1","15","22-19","2","2.0","Noesi","Accardo","","4:56","N","20,589","++"
"42","42","Thursday, May 19","boxscore","NYY","@","BAL","W","13","2","","23-19","2","1.0","Sabathia","Bergesen","","3:00","N","24,939","+++"
