"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jake Peavy, L (9-5)","6","5","2","2","0","4","0","4.41","23","99","68","41","9","18","5","14","5","0","58","","","-0.056","1.15","0.6"
"Craig Breslow","1","0","0","0","0","1","0","2.27","3","16","8","6","2","0","0","2","0","0","","2","1","0.045","1.19","0.8"
"Junichi Tazawa","0.2","1","0","0","0","0","0","2.56","3","11","7","3","1","3","3","0","0","0","","0","0","0.016","0.40","0.3"
"Rubby De La Rosa","0.1","0","0","0","0","0","0","7.71","1","4","1","1","0","0","1","0","0","0","","1","0","0.014","0.72","0.2"
