"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jon Lester, L (6-2)","6.1","6","4","4","4","5","0","3.53","27","116","67","37","4","26","11","6","3","0","46","","","-0.106","0.76","-0.5"
"Andrew Miller","0.2","1","0","0","0","2","0","3.44","3","12","9","2","1","6","0","1","1","0","","2","1","-0.026","0.54","-0.1"
"Clayton Mortensen","1","0","0","0","0","1","0","5.00","3","12","8","4","1","3","1","1","0","0","","0","0","0.006","0.07","0.5"
