"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jon Lester, W (11-7)","8.1","6","0","0","2","3","0","4.09","32","115","77","50","9","18","12","15","5","0","72","","","0.240","0.56","2.9"
"Brandon Workman","0.2","0","0","0","0","2","0","4.65","2","10","7","4","2","1","0","0","0","0","","2","0","0.002","0.04","0.8"
