"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Ervin Santana, L (0-2)","5.2","8","5","5","5","7","2","6.94","29","113","60","29","9","22","7","10","5","0","35","","","-0.091","0.82","-0.3"
"Jason Bulger","0.1","1","0","0","1","0","0","6.75","3","13","6","3","1","2","1","1","0","0","","2","2","-0.060","0.61","-1.5"
"Brian Stokes","1","1","0","0","2","0","0","6.23","5","17","7","4","1","2","1","2","0","0","","0","0","0.003","0.13","0.5"
"Bobby Cassevah","1","3","2","2","1","1","0","8.31","6","23","15","12","2","1","2","2","2","0","","0","0","-0.010","0.07","-1.5"
