"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Jered Weaver, W (7-3)","7","2","0","0","0","11","0","3.04","24","109","74","34","13","27","6","7","2","0","84","","","0.181","0.38","3.6"
"Scot Shields","2","0","0","0","0","1","0","5.70","6","23","15","10","1","4","3","2","0","0","","0","0","0.001","0.01","1.0"
