"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Ervin Santana","7","7","1","1","1","7","0","4.02","29","115","72","34","11","27","8","13","7","0","65","","","0.334","1.13","2.7"
"Kevin Jepsen, L (0-1)","0.2","2","4","4","3","0","0","4.63","6","32","13","9","0","4","2","1","0","0","","0","0","-0.360","3.14","-2.8"
"Scot Shields","0.1","2","0","0","1","1","0","9.39","4","13","7","3","1","3","1","1","0","0","","1","1","-0.015","0.11","-0.7"
