"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Phil Hughes, W (4-4)","7.2","2","1","1","3","2","1","5.75","27","106","70","41","2","27","9","13","3","0","70","","","0.210","0.62","2.7"
"Boone Logan","0.1","0","0","0","0","0","0","2.84","1","3","1","1","0","0","1","0","0","0","","1","0","0.005","0.19","0.2"
"Luis Ayala","1","0","0","0","0","1","0","1.36","3","13","8","3","1","4","0","2","1","0","","0","0","0.001","0.01","0.5"
