"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Freddy Garcia","5","7","5","5","3","3","2","3.71","24","109","66","33","13","20","10","8","1","0","33","","","-0.306","1.08","-2.7"
"Cory Wade, W (5-0)","1","0","0","0","0","0","0","1.93","3","9","7","3","2","2","1","2","0","0","","0","0","0.044","0.59","0.5"
"Rafael Soriano, H (20)","1","2","0","0","0","1","0","4.31","5","26","17","13","3","1","3","1","1","0","","0","0","0.104","2.93","0.5"
"David Robertson, H (32)","1","0","0","0","0","1","0","1.19","3","11","8","3","1","4","2","0","0","0","","0","0","0.135","1.82","0.5"
"Mariano Rivera, S (40)","1","1","0","0","0","0","0","2.09","3","14","10","6","2","2","2","1","0","0","","0","0","0.187","3.47","0.5"
