"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Yunel Escobar  SS","4","1","0","0","1","0","5",".273",".348",".414",".762","18","9","0.036","0.63","0.069","-0.034","-0.0","1","2",""
"Aaron Hill  2B","3","0","2","0","1","0","4",".248",".293",".343",".637","16","8","0.044","0.92","0.049","-0.005","0.8","4","4",""
"Jose Bautista  RF","3","1","1","0","1","0","4",".328",".473",".664","1.137","10","5","0.049","1.06","0.082","-0.033","-0.0","2","0","GDP,IW"
"Adam Lind  1B","3","0","0","1","0","1","4",".315",".359",".575",".934","12","10","-0.079","1.51","0.001","-0.080","-1.1","10","0","SF"
"J.P. Arencibia  C","4","1","0","0","0","1","4",".226",".276",".439",".715","10","7","0.047","1.15","0.116","-0.068","0.0","4","2",""
"Juan Rivera  LF","4","1","1","3","0","0","4",".249",".314",".371",".685","10","6","0.209","0.77","0.245","-0.036","2.2","1","0","HR"
"Frank Francisco  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","1",""
"Edwin Encarnacion  3B","4","1","2","1","0","0","4",".255",".291",".391",".681","10","6","0.015","0.30","0.035","-0.020","1.2","1","2","HR,2B"
"Rajai Davis  CF","4","0","0","0","0","0","4",".233",".262",".340",".602","8","5","-0.032","0.33","0.000","-0.032","-0.8","4","0",""
"Carlos Villanueva  P","2","1","0","0","1","2","3",".000",".200",".000",".200","14","8","0.021","0.64","0.044","-0.023","-0.1","0","1",""
"Jon Rauch  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Marc Rzepczynski  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Corey Patterson  PH-LF","1","0","0","0","0","1","1",".266",".295",".401",".696","3","3","-0.001","0.03","0.000","-0.001","-0.1","0","0",""
