"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Brett Anderson, W (1-1)","6","5","2","0","2","10","0","1.38","25","92","58","29","13","16","10","3","1","0","66","","","0.162","0.54","0.9"
"Pat Neshek","1","1","1","1","2","2","0","5.40","6","27","15","6","2","7","0","2","0","0","","0","0","0.000","0.21","-0.4"
"Jerry Blevins","1","0","0","0","0","1","0","0.00","3","10","7","4","0","3","1","1","0","0","","1","1","0.014","0.17","0.4"
"Evan Scribner","1","0","0","0","0","1","0","4.15","3","9","8","2","1","5","1","1","0","0","","0","0","0.003","0.04","0.5"
