"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Colby Lewis","7","8","3","3","1","5","0","4.42","31","101","65","40","8","17","6","18","7","0","53","","","0.008","0.92","0.5"
"Keone Kela, L (4-2)","1","1","1","1","0","1","1","2.10","4","12","9","4","2","3","1","2","1","0","","0","0","-0.231","1.13","-0.5"
