"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Ross Detwiler, L (0-4)","4","5","5","5","3","2","1","7.22","19","96","56","41","4","11","8","6","4","0","31","","","-0.229","0.78","-2.1"
"Anthony Bass","2","4","1","1","1","0","1","3.57","11","38","24","14","4","6","3","7","5","0","","2","2","-0.122","0.38","-1.1"
"Spencer Patton","2","1","1","1","0","2","1","9.00","7","31","18","7","4","7","1","3","0","0","","0","0","0.001","0.06","-0.0"
