"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Gordon Beckham  2B","5","1","2","1","0","1","5",".270",".309",".416",".724","17","12","0.050","1.63","0.166","-0.116","0.6","1","0","2B"
"Conor Gillaspie  3B","5","0","1","0","0","0","5",".333",".381",".430",".811","20","14","-0.163","1.76","0.024","-0.187","-0.8","0","2",""
"Jose Abreu  DH","3","0","0","1","0","0","3",".260",".312",".595",".908","16","12","-0.056","1.17","0.015","-0.071","-0.5","","","GDP"
"Paul Konerko  PH","2","0","0","0","0","1","2",".208",".259",".333",".593","11","6","-0.091","1.84","0.000","-0.091","-0.4","","",""
"Adam Dunn  1B","3","1","1","0","2","1","5",".254",".399",".474",".872","24","10","0.033","0.98","0.095","-0.062","0.9","6","0",""
"Dayan Viciedo  LF","4","2","2","0","1","0","5",".299",".362",".469",".831","15","6","0.056","1.09","0.116","-0.060","0.9","2","0",""
"Alexei Ramirez  SS","3","1","2","1","0","0","4",".322",".348",".480",".828","9","6","0.091","1.67","0.163","-0.072","1.0","1","1","2B,SF"
"Alejandro De Aza  CF","2","0","1","1","1","0","4",".190",".248",".306",".555","19","9","0.014","1.80","0.106","-0.093","0.5","4","0","SB,SF"
"Tyler Flowers  C","3","0","0","0","1","2","4",".306",".368",".388",".757","17","9","-0.124","1.79","0.039","-0.163","-0.9","8","0",""
"Moises Sierra  RF","2","0","1","1","1","1","4",".179",".222",".239",".461","22","13","-0.055","1.79","0.056","-0.111","-0.5","2","0","SF"
"","","","","","","","","","","","","","","","","","","","","",""
"Hector Noesi  P","","","","","","","","","","","","","","","","","","","0","2",""
"Scott Downs  P","","","","","","","","","","","","","","","","","","","0","0",""
"Daniel Webb  P","","","","","","","","","","","","","","","","","","","0","0",""
