"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Tuesday, Apr 2","boxscore","BAL","@","TBR","W","7","4","","1-0","1","Tied","Hammel","McGee","Johnson","2:57","D","34,078","+"
"2","2","Wednesday, Apr 3","boxscore","BAL","@","TBR","L-wo","7","8","","1-1","2","1.0","Rodney","Hunter","","2:56","N","15,599","-"
"3","3","Thursday, Apr 4","boxscore","BAL","@","TBR","W","6","3","","2-1","1","Tied","Gonzalez","Hernandez","Johnson","3:02","D","17,491","+"
"4","4","Friday, Apr 5","boxscore","BAL","","MIN","W","9","5","","3-1","1","Tied","Ayala","Fien","","3:31","D","46,653","++"
"5","5","Saturday, Apr 6","boxscore","BAL","","MIN","L","5","6","","3-2","1","Tied","Roenicke","Johnson","Perkins","3:17","N","40,704","-"
"6","6","Sunday, Apr 7","boxscore","BAL","","MIN","L","3","4","","3-3","2","1.0","Swarzak","Hammel","Perkins","2:52","D","34,431","--"
"7","7","Monday, Apr 8","boxscore","BAL","@","BOS","L","1","3","","3-4","2","2.0","Buchholz","Chen","Hanrahan","2:42","D","37,008","---"
"8","8","Wednesday, Apr 10","boxscore","BAL","@","BOS","W","8","5","","4-4","2","1.0","O'Day","Hanrahan","Johnson","2:53","N","30,862","+"
"9","9","Thursday, Apr 11","boxscore","BAL","@","BOS","W","3","2","","5-4","1","Tied","Matusz","Mortensen","Johnson","3:15","N","27,704","++"
"10","10","Friday, Apr 12","boxscore","BAL","@","NYY","L","2","5","","5-5","3","0.5","Sabathia","Gonzalez","Rivera","2:49","N","35,033","-"
"11","11","Saturday, Apr 13","boxscore","BAL","@","NYY","W","5","3","","6-5","2","0.5","Hammel","Hughes","Johnson","2:49","D","41,851","+"
"12","12","Sunday, Apr 14","boxscore","BAL","@","NYY","L","0","3","","6-6","3","1.5","Kuroda","Chen","","2:38","N","34,154","-"
"13","13","Tuesday, Apr 16","boxscore","BAL","","TBR","W","5","4","","7-6","3","2.0","Arrieta","Hernandez","Johnson","3:21","N","14,670","+"
"14","14","Wednesday, Apr 17","boxscore","BAL","","TBR","L","2","6","","7-7","3","3.0","Moore","Tillman","","3:03","N","13,591","-"
"15","15","Thursday, Apr 18","boxscore","BAL","","TBR","W-wo","10","6","10","8-7","3","3.0","Patton","Wright","","3:30","N","13,986","+"
"16","16","Saturday, Apr 20 (1)","boxscore","BAL","","LAD","W","7","5","","9-7","3","2.5","O'Day","Rodriguez","Johnson","2:54","D","26,811","++"
"17","17","Saturday, Apr 20 (2)","boxscore","BAL","","LAD","W","6","1","","10-7","3","2.5","Chen","Beckett","Hunter","2:47","N","45,248","+++"
"18","18","Sunday, Apr 21","boxscore","BAL","","LAD","L","4","7","","10-8","3","2.0","Howell","Arrieta","League","3:21","D","41,265","-"
"19","19","Monday, Apr 22","boxscore","BAL","","TOR","W-wo","2","1","","11-8","2","2.0","Johnson","Loup","","2:54","N","11,168","+"
"20","20","Tuesday, Apr 23","boxscore","BAL","","TOR","W","4","3","","12-8","2","1.0","Gonzalez","Dickey","Johnson","2:29","N","13,272","++"
"21","21","Wednesday, Apr 24","boxscore","BAL","","TOR","L","5","6","11","12-9","2","2.0","Rogers","Johnson","Janssen","3:25","D","14,981","-"
"22","22","Thursday, Apr 25","boxscore","BAL","@","OAK","W","10","2","","13-9","2","2.0","Hammel","Parker","","3:15","N","11,220","+"
"23","23","Friday, Apr 26","boxscore","BAL","@","OAK","W","3","0","","14-9","2","2.0","Chen","Milone","Johnson","2:48","N","16,944","++"
"24","24","Saturday, Apr 27","boxscore","BAL","@","OAK","W","7","3","","15-9","2","2.0","Tillman","Griffin","Johnson","2:59","D","31,292","+++"
"25","25","Sunday, Apr 28","boxscore","BAL","@","OAK","L-wo","8","9","10","15-10","3","3.0","Blevins","Strop","","3:22","D","27,475","-"
"26","26","Monday, Apr 29","boxscore","BAL","@","SEA","L","2","6","","15-11","3","3.5","Saunders","Britton","","2:12","N","9,818","--"
"27","27","Tuesday, Apr 30","boxscore","BAL","@","SEA","W","7","2","","16-11","3","2.5","Hammel","Maurer","","3:35","N","13,647","+"
"28","28","Wednesday, May 1","boxscore","BAL","@","SEA","L","3","8","","16-12","3","3.5","Harang","Chen","","2:52","N","12,947","-"
"29","29","Thursday, May 2","boxscore","BAL","@","LAA","W","5","1","","17-12","3","3.5","Tillman","Blanton","","2:28","N","35,118","+"
"30","30","Friday, May 3","boxscore","BAL","@","LAA","L","0","4","","17-13","3","3.5","Vargas","Gonzalez","","2:15","N","40,140","-"
"31","31","Saturday, May 4","boxscore","BAL","@","LAA","W","5","4","10","18-13","3","2.5","Hunter","Richards","Johnson","3:43","D","32,136","+"
"32","32","Sunday, May 5","boxscore","BAL","@","LAA","W","8","4","","19-13","2","1.5","Hammel","Williams","O'Day","3:34","D","38,047","++"
"33","33","Tuesday, May 7","boxscore","BAL","","KCR","W","4","3","","20-13","2","1.0","Hunter","Collins","Johnson","2:31","N","12,921","+++"
"34","34","Wednesday, May 8","boxscore","BAL","","KCR","W","5","3","","21-13","1","Tied","Tillman","Mendoza","Johnson","2:17","N","12,344","++++"
