"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Monday, Apr 5","boxscore","OAK","","SEA","L","3","5","","0-1","4","1.0","League","Ziegler","Aardsma","2:47","N","30,686","-"
"2","2","Tuesday, Apr 6","boxscore","OAK","","SEA","W-wo","2","1","10","1-1","2","0.5","Ramirez","Texeira","","2:47","N","10,090","+"
"3","3","Wednesday, Apr 7","boxscore","OAK","","SEA","W-wo","6","5","","2-1","1","up 0.5","Blevins","Lowe","","3:11","N","18,194","++"
"4","4","Thursday, Apr 8","boxscore","OAK","","SEA","W","6","2","","3-1","1","up 1.5","Anderson","Fister","","2:50","D","12,464","+++"
"5","5","Friday, Apr 9","boxscore","OAK","@","LAA","W","10","4","","4-1","1","up 1.5","Gonzalez","Palmer","","2:59","N","40,034","++++"
"6","6","Saturday, Apr 10","boxscore","OAK","@","LAA","L-wo","3","4","","4-2","1","up 1.5","Rodney","Breslow","","2:35","N","40,249","-"
"7","7","Sunday, Apr 11","boxscore","OAK","@","LAA","W","9","4","","5-2","1","up 1.5","Braden","Saunders","Ross","2:48","D","40,601","+"
"8","8","Monday, Apr 12","boxscore","OAK","@","SEA","W","4","0","","6-2","1","up 1.5","Duchscherer","Rowland-Smith","","2:20","D","45,876","++"
"9","9","Tuesday, Apr 13","boxscore","OAK","@","SEA","L","0","3","","6-3","1","up 1.0","Fister","Ziegler","Aardsma","2:21","N","18,043","-"
"10","10","Wednesday, Apr 14","boxscore","OAK","@","SEA","L","2","4","","6-4","1","Tied","Vargas","Gaudin","Aardsma","2:45","N","15,978","--"
"11","11","Thursday, Apr 15","boxscore","OAK","","BAL","W","6","2","","7-4","1","up 1.0","Sheets","Hernandez","","2:44","N","17,382","+"
"12","12","Friday, Apr 16","boxscore","OAK","","BAL","W","4","2","","8-4","1","up 2.0","Braden","Millwood","Bailey","2:09","N","12,225","++"
"13","13","Saturday, Apr 17","boxscore","OAK","","BAL","W-wo","4","3","","9-4","1","up 2.5","Blevins","Johnson","","2:48","D","15,072","+++"
"14","14","Sunday, Apr 18","boxscore","OAK","","BAL","L","3","8","","9-5","1","up 2.5","Matusz","Anderson","Johnson","2:32","D","14,451","-"
"15","15","Tuesday, Apr 20","boxscore","OAK","","NYY","L","3","7","","9-6","1","up 1.0","Vazquez","Gonzalez","","3:21","N","19,849","--"
"16","16","Wednesday, Apr 21","boxscore","OAK","","NYY","L","1","3","","9-7","1","Tied","Hughes","Sheets","Rivera","2:47","N","30,211","---"
"17","17","Thursday, Apr 22","boxscore","OAK","","NYY","W","4","2","","10-7","1","up 0.5","Braden","Sabathia","Bailey","2:07","D","21,986","+"
"18","18","Friday, Apr 23","boxscore","OAK","","CLE","W","10","0","","11-7","1","up 1.5","Duchscherer","Westbrook","","2:36","N","11,547","++"
"19","19","Saturday, Apr 24","boxscore","OAK","","CLE","L","1","6","","11-8","1","up 1.5","Hernandez","Gaudin","","2:30","D","15,873","-"
"20","20","Sunday, Apr 25","boxscore","OAK","","CLE","W","11","0","","12-8","1","up 2.0","Gonzalez","Masterson","","2:27","D","16,946","+"
"21","21","Tuesday, Apr 27","boxscore","OAK","@","TBR","L","6","8","","12-9","1","up 1.5","Davis","Sheets","Soriano","2:49","N","10,825","-"
"22","22","Wednesday, Apr 28","boxscore","OAK","@","TBR","L","3","10","","12-10","1","up 0.5","Shields","Braden","","2:57","N","10,691","--"
"23","23","Thursday, Apr 29","boxscore","OAK","@","TOR","L","3","6","","12-11","1","Tied","Romero","Duchscherer","Gregg","2:37","N","10,721","---"
"24","24","Friday, Apr 30","boxscore","OAK","@","TOR","L","2","10","","12-12","1","Tied","Morrow","Cahill","","2:41","N","12,722","----"
"25","25","Saturday, May 1","boxscore","OAK","@","TOR","W","4","3","","13-12","1","up 0.5","Gonzalez","Eveland","Bailey","2:33","D","13,951","+"
"26","26","Sunday, May 2","boxscore","OAK","@","TOR","L","3","9","","13-13","2","0.5","Marcum","Sheets","","2:33","D","14,725","-"
"27","27","Monday, May 3","boxscore","OAK","","TEX","L","2","4","","13-14","2","1.5","Harden","Braden","Feliz","2:40","N","8,874","--"
"28","28","Tuesday, May 4","boxscore","OAK","","TEX","W","7","6","","14-14","2","0.5","Ziegler","Feldman","Bailey","2:30","N","10,135","+"
"29","29","Wednesday, May 5","boxscore","OAK","","TEX","W","4","1","","15-14","1","up 0.5","Cahill","Lewis","Bailey","2:26","D","15,403","++"
"30","30","Friday, May 7","boxscore","OAK","","TBR","L","1","4","","15-15","2","1.0","Price","Gonzalez","Soriano","2:42","N","19,193","-"
"31","31","Saturday, May 8","boxscore","OAK","","TBR","W","4","2","","16-15","2","1.0","Sheets","Davis","Bailey","2:31","D","15,493","+"
"32","32","Sunday, May 9","boxscore","OAK","","TBR","W","4","0","","17-15","2","1.0","Braden","Shields","","2:07","D","12,228","++"
"33","33","Tuesday, May 11","boxscore","OAK","@","TEX","W","7","6","13","18-15","1","Tied","Ross","Nippert","","4:08","N","15,474","+++"
"34","34","Wednesday, May 12","boxscore","OAK","@","TEX","L","1","10","","18-16","2","1.0","Holland","Gonzalez","","3:08","N","26,625","-"
"35","35","Thursday, May 13","boxscore","OAK","@","TEX","L-wo","1","2","12","18-17","2","2.0","Nippert","Bailey","","3:51","D","27,507","--"
"36","36","Friday, May 14","boxscore","OAK","@","LAA","L","0","4","","18-18","2","2.0","Saunders","Braden","","2:05","N","41,290","---"
"37","37","Saturday, May 15","boxscore","OAK","@","LAA","L","3","12","","18-19","2","2.0","Santana","Ross","","2:57","N","41,744","----"
"38","38","Sunday, May 16","boxscore","OAK","@","LAA","L","0","4","","18-20","2","2.0","Pineiro","Cahill","","2:06","D","41,569","-----"
"39","39","Monday, May 17","boxscore","OAK","","SEA","W","8","4","","19-20","2","2.0","Gonzalez","Rowland-Smith","","2:22","N","10,051","+"
"40","40","Tuesday, May 18","boxscore","OAK","","SEA","W-wo","6","5","10","20-20","2","2.0","Breslow","League","","3:38","N","10,512","++"
"41","41","Wednesday, May 19","boxscore","OAK","","DET","L","1","5","","20-21","2","3.0","Verlander","Braden","","2:26","N","19,284","-"
"42","42","Thursday, May 20","boxscore","OAK","","DET","L","2","5","","20-22","2","4.0","Bonderman","Ross","Valverde","2:50","D","24,146","--"
"43","43","Friday, May 21","boxscore","OAK","","SFG","W","6","1","","21-22","2","4.0","Cahill","Zito","","2:31","N","33,369","+"
"44","44","Saturday, May 22","boxscore","OAK","","SFG","W","1","0","","22-22","2","3.0","Gonzalez","Cain","Bailey","2:20","D","35,067","++"
"45","45","Sunday, May 23","boxscore","OAK","","SFG","W","3","0","","23-22","2","2.0","Wuertz","Sanchez","Bailey","2:42","D","35,067","+++"
"46","46","Tuesday, May 25","boxscore","OAK","@","BAL","L","1","5","","23-23","2","3.0","Guthrie","Ross","","2:41","N","14,686","-"
"47","47","Wednesday, May 26","boxscore","OAK","@","BAL","W","6","1","","24-23","2","2.0","Cahill","Matusz","","2:51","N","19,153","+"
