"Rk","Gm#","Date","","Tm"," ","Opp","W/L","R","RA","Inn","W-L","Rank","GB","Win","Loss","Save","Time","D/N","Attendance","Streak"
"1","1","Thursday, Apr 5","boxscore","TOR","@","CLE","W","7","4","16","1-0","1","up 0.5","Perez","Asencio","","5:14","D","43,190","+"
"2","2","Saturday, Apr 7","boxscore","TOR","@","CLE","W","7","4","12","2-0","1","Tied","Janssen","Sipp","","3:38","D","18,842","++"
"3","3","Sunday, Apr 8","boxscore","TOR","@","CLE","L","3","4","","2-1","3","1.0","Lowe","Carreno","Perez","2:51","D","10,518","-"
"4","4","Monday, Apr 9","boxscore","TOR","","BOS","L","2","4","","2-2","3","1.5","Atchison","Santos","Aceves","3:02","N","48,473","--"
"5","5","Tuesday, Apr 10","boxscore","TOR","","BOS","W","7","3","","3-2","2","0.5","Drabek","Bard","","3:19","N","26,351","+"
"6","6","Wednesday, Apr 11","boxscore","TOR","","BOS","W","3","1","","4-2","2","0.5","Romero","Lester","Santos","2:13","D","25,285","++"
"7","7","Friday, Apr 13","boxscore","TOR","","BAL","L","5","7","","4-3","1","Tied","O'Day","Oliver","Johnson","2:40","N","21,988","-"
"8","8","Saturday, Apr 14","boxscore","TOR","","BAL","L","4","6","","4-4","2","1.0","Ayala","Cordero","Johnson","2:57","D","28,355","--"
"9","9","Sunday, Apr 15","boxscore","TOR","","BAL","W","9","2","","5-4","1","Tied","Drabek","Matusz","","2:39","D","20,252","+"
"10","10","Tuesday, Apr 17","boxscore","TOR","","TBR","W","7","3","","6-4","2","0.5","Romero","Niemann","","3:05","N","15,331","++"
"11","11","Wednesday, Apr 18","boxscore","TOR","","TBR","L","2","12","","6-5","2","0.5","Price","Morrow","","3:11","N","15,828","-"
"12","12","Thursday, Apr 19","boxscore","TOR","","TBR","L","4","9","","6-6","4","1.5","Hellickson","Alvarez","","3:43","N","18,976","--"
"13","13","Friday, Apr 20","boxscore","TOR","@","KCR","W","4","3","","7-6","3","0.5","Perez","Holland","Santos","3:14","N","23,065","+"
"14","14","Saturday, Apr 21","boxscore","TOR","@","KCR","W","9","5","","8-6","2","0.5","Hutchison","Teaford","","3:03","N","27,804","++"
"15","15","Sunday, Apr 22","boxscore","TOR","@","KCR","W","5","3","","9-6","1","Tied","Romero","Duffy","Cordero","3:08","D","26,891","+++"
"16","16","Monday, Apr 23","boxscore","TOR","@","KCR","W","4","1","","10-6","1","Tied","Morrow","Chen","Cordero","2:31","N","13,267","++++"
"17","17","Tuesday, Apr 24","boxscore","TOR","@","BAL","L","1","2","","10-7","1","Tied","Hunter","Alvarez","Strop","2:22","N","11,058","-"
"18","18","Wednesday, Apr 25","boxscore","TOR","@","BAL","L","0","3","","10-8","3","1.0","Hammel","Drabek","Strop","2:24","N","10,415","--"
"19","19","Thursday, Apr 26","boxscore","TOR","@","BAL","L","2","5","","10-9","4","2.0","O'Day","Janssen","Ayala","2:51","N","13,725","---"
"20","20","Friday, Apr 27","boxscore","TOR","","SEA","L","5","9","10","10-10","4","3.0","Furbush","Perez","","3:35","N","24,303","----"
"21","21","Saturday, Apr 28","boxscore","TOR","","SEA","W","7","0","","11-10","4","2.0","Morrow","Millwood","","2:45","D","30,765","+"
"22","22","Sunday, Apr 29","boxscore","TOR","","SEA","W","7","2","","12-10","4","2.0","Alvarez","Vargas","","2:36","D","22,320","++"
"23","23","Monday, Apr 30","boxscore","TOR","","TEX","L","1","4","","12-11","4","3.0","Darvish","Drabek","Nathan","2:59","N","21,945","-"
"24","24","Tuesday, May 1","boxscore","TOR","","TEX","W-wo","8","7","","13-11","4","3.0","Cordero","Adams","","2:56","N","18,774","+"
"25","25","Wednesday, May 2","boxscore","TOR","","TEX","W","11","5","","14-11","3","3.0","Romero","Harrison","","2:45","D","25,123","++"
"26","26","Thursday, May 3","boxscore","TOR","@","LAA","W","5","0","","15-11","3","3.0","Morrow","Haren","","2:11","N","28,359","+++"
"27","27","Friday, May 4","boxscore","TOR","@","LAA","W","4","0","","16-11","3","3.0","Alvarez","Santana","","2:10","N","33,160","++++"
"28","28","Saturday, May 5","boxscore","TOR","@","LAA","L","2","6","","16-12","3","3.0","Wilson","Drabek","","2:54","N","39,018","-"
"29","29","Sunday, May 6","boxscore","TOR","@","LAA","L","3","4","","16-13","3","3.5","Williams","Hutchison","Hawkins","2:51","D","37,548","--"
"30","30","Tuesday, May 8","boxscore","TOR","@","OAK","L-wo","3","7","","16-14","4","3.0","Balfour","Cordero","","2:58","N","10,784","---"
"31","31","Wednesday, May 9","boxscore","TOR","@","OAK","W","5","2","","17-14","3","3.0","Morrow","Ross","Janssen","3:01","D","14,815","+"
"32","32","Thursday, May 10","boxscore","TOR","@","MIN","W","6","2","","18-14","3","2.0","Alvarez","Marquis","","2:45","N","31,438","++"
"33","33","Friday, May 11","boxscore","TOR","@","MIN","L","6","7","","18-15","4","3.0","Blackburn","Drabek","Capps","3:17","N","33,387","-"
"34","34","Saturday, May 12","boxscore","TOR","@","MIN","W","2","1","","19-15","4","3.0","Hutchison","Walters","Janssen","2:50","N","38,820","+"
"35","35","Sunday, May 13","boxscore","TOR","@","MIN","L","3","4","","19-16","4","3.0","Diamond","Romero","Capps","2:59","D","36,889","-"
"36","36","Monday, May 14","boxscore","TOR","","TBR","L","1","7","","19-17","4","3.0","Ramos","Morrow","","3:21","N","15,289","--"
"37","37","Tuesday, May 15","boxscore","TOR","","TBR","L","3","4","","19-18","4","4.0","Price","Alvarez","Rodney","2:36","N","15,612","---"
"38","38","Wednesday, May 16","boxscore","TOR","","NYY","W","8","1","","20-18","4","4.0","Drabek","Kuroda","","2:45","N","28,915","+"
"39","39","Thursday, May 17","boxscore","TOR","","NYY","W","4","1","","21-18","3","4.0","Hutchison","Hughes","Janssen","2:37","N","31,266","++"
"40","40","Friday, May 18","boxscore","TOR","","NYM","W","14","5","","22-18","3","4.0","Romero","Niese","","2:53","N","26,712","+++"
