"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Travis Blackley, W (2-2)","7","7","1","1","0","3","0","3.38","25","93","64","40","12","12","8","14","5","0","62","","","0.334","1.10","2.8"
"Grant Balfour, H (10)","0.2","1","0","0","0","0","0","3.43","4","16","13","8","1","4","2","2","0","0","","0","0","-0.001","2.84","0.0"
"Jerry Blevins, H (5)","0.1","0","0","0","0","0","0","2.48","1","5","3","1","2","0","0","1","0","0","","2","0","0.096","3.38","0.5"
"Ryan Cook, S (7)","1","0","0","0","0","0","0","1.54","3","9","7","3","0","4","1","2","0","0","","0","0","0.100","1.28","0.5"
