"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Bartolo Colon, L (4-6)","7","8","2","2","2","3","0","4.34","29","101","67","39","1","27","13","11","3","0","54","","","0.038","0.70","1.5"
"Andrew Carignan","0.2","0","0","0","1","1","0","5.63","3","13","7","4","3","0","1","0","0","0","","0","0","0.007","0.25","0.3"
"Jerry Blevins","0.1","0","0","0","0","0","0","1.93","1","4","3","1","2","0","1","0","0","0","","1","0","0.007","0.23","0.2"
