"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Travis Blackley, L (0-2)","4.2","6","4","3","3","2","0","4.97","23","91","53","35","11","7","4","14","5","0","37","","","-0.231","0.90","-1.8"
"Evan Scribner","1.1","0","0","0","0","2","0","0.00","4","18","13","8","1","4","0","2","1","0","","1","0","0.043","0.41","0.7"
"Sean Doolittle","2","0","0","0","0","5","0","4.50","6","28","19","7","4","8","0","1","0","0","","0","0","0.072","0.48","1.0"
