"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Clay Buchholz","3","4","6","6","8","4","0","7.02","21","88","42","22","8","12","3","6","2","0","23","","","-0.351","1.37","-3.7"
"Burke Badenhop","1","2","0","0","0","0","0","2.12","5","17","9","6","0","3","4","1","1","0","","2","2","-0.037","0.40","-0.6"
"Chris Capuano","1","0","0","0","0","1","0","2.00","4","12","8","6","1","1","0","3","0","0","","0","0","0.062","1.46","0.4"
"Edward Mujica, W (2-1)","1","0","0","0","1","0","0","6.63","3","9","4","2","2","0","2","0","0","0","","0","0","0.070","1.38","0.4"
"Junichi Tazawa, H (3)","1","0","0","0","0","1","0","2.42","3","9","9","4","2","3","0","2","1","0","","0","0","0.072","0.99","0.4"
"Andrew Miller, H (2)","1","1","0","0","0","2","0","2.74","3","11","8","1","3","4","0","1","1","0","","0","0","0.077","1.06","0.4"
"Koji Uehara, S (10)","1","1","0","0","0","0","0","0.92","3","8","6","4","2","0","1","2","1","0","","0","0","0.076","1.67","0.4"
