"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Brandon Workman, L (1-4)","5","4","5","2","4","2","0","4.08","25","99","57","34","5","18","10","9","6","0","43","","","-0.216","0.88","-2.6"
"Craig Breslow","1","3","1","1","1","0","0","4.74","6","16","10","5","0","5","1","4","3","0","","0","0","-0.025","0.38","-0.5"
"Andrew Miller","1","0","0","0","0","3","0","2.34","3","14","10","2","3","5","0","0","0","0","","0","0","0.006","0.07","0.5"
"Burke Badenhop","1","2","0","0","0","1","0","2.81","5","16","10","6","1","3","3","1","1","0","","0","0","0.003","0.05","0.5"
"Koji Uehara","1","0","0","0","0","1","0","1.48","3","9","9","3","5","1","1","1","0","0","","0","0","0.001","0.02","0.5"
