"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Clay Buchholz","6","6","3","2","2","6","1","5.51","28","109","72","47","8","17","5","14","4","0","54","","","-0.103","1.28","-0.3"
"Craig Breslow","1.1","1","0","0","0","2","0","0.00","4","13","11","5","1","5","1","1","1","0","","0","0","0.032","0.39","0.7"
"Junichi Tazawa","0.2","0","0","0","0","0","0","0.00","2","6","4","2","1","1","2","0","0","0","","0","0","0.015","0.30","0.2"
"Andrew Miller","2","1","0","0","0","3","0","1.50","7","32","23","13","4","6","4","0","0","0","","0","0","0.254","2.03","0.9"
"Edward Mujica, BS (1)","1","1","1","1","1","1","0","10.38","5","23","14","9","2","3","2","1","0","0","","0","0","-0.317","4.32","-0.6"
"Chris Capuano, W (1-0)","2.2","1","0","0","0","3","0","0.00","9","39","26","12","6","8","2","4","2","0","","0","0","0.294","1.73","1.1"
"Burke Badenhop, S (1)","0.1","0","0","0","0","0","0","7.36","1","7","4","2","0","2","1","0","0","0","","1","0","0.040","1.44","0.2"
