"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Allen Webster, W (1-0)","5.1","3","2","2","5","4","0","3.38","22","86","42","24","5","13","5","8","4","0","53","","","0.116","1.44","0.5"
"Craig Breslow","0","1","0","0","0","0","0","4.75","1","6","3","1","0","2","0","1","1","0","","0","0","-0.045","1.13","-0.2"
"Edward Mujica, H (1)","0.2","0","0","0","0","0","0","5.35","2","10","8","5","2","1","0","2","0","0","","1","0","0.090","1.81","0.5"
"Andrew Miller, H (13)","1","0","0","0","1","1","0","2.45","4","15","9","4","0","5","2","0","0","0","","0","0","0.103","2.64","0.5"
"Junichi Tazawa, H (11)","1","0","0","0","0","2","0","3.07","3","10","8","1","3","4","1","0","0","0","","0","0","0.133","1.81","0.5"
"Koji Uehara, S (21)","1","1","0","0","0","3","0","1.51","4","17","11","3","6","2","0","1","1","0","","0","0","0.183","4.14","0.5"
