word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_semicolon,char_freq_leftparen,char_freq_rightbracket,char_freq_exclamation,char_freq_dollar,char_freq_hash,capital_run_length_average,capital_run_length_longest,capital_run_length_total,is_spam,rowid,char_freq_a,char_freq_b,char_freq_c,char_freq_d,char_freq_e,char_freq_f,char_freq_g,char_freq_h,char_freq_i,char_freq_j,char_freq_k,char_freq_l,char_freq_m,char_freq_n,char_freq_o,char_freq_p,char_freq_q,char_freq_r,char_freq_s,char_freq_t,char_freq_u,char_freq_v,char_freq_w,char_freq_x,char_freq_y,char_freq_z
0.0,0.64,0.64,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.32,0.0,1.29,1.93,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0,0.0,3.756,61,278,1,0,7.4616707762,1.57339933346,2.88067494024,4.32790593559,11.6892743931,1.84823277927,1.52034265723,6.53352890703,8.47460323587,0.0819197993712,0.859325141508,3.84839107392,2.79082296158,6.99485286753,6.65179113053,1.86702489505,0.151840545748,6.02511531474,5.56100244084,10.0768473881,2.96530543631,1.13527581614,2.89915629736,0.173810448679,2.12826678104,0.0647422825339
0.21,0.28,0.5,0.0,0.14,0.28,0.21,0.07,0.0,0.94,0.21,0.79,0.65,0.21,0.14,0.14,0.07,0.28,3.47,0.0,1.59,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.372,0.18,0.048,5.114,101,1028,1,1,7.24279676477,1.8127810227,2.55951869968,4.33312421725,12.1390924908,1.86749838876,1.74464482356,5.9630390244,7.33014954858,0.102524392158,0.794669473069,4.11084449131,2.09483035369,7.52900744998,7.45464940373,2.08036163451,0.0853232336423,8.45267399483,5.47750708691,10.4725820957,2.59458478559,1.30532295655,2.92441983766,0.147156768115,2.21582082884,0.0688125414539
0.06,0.0,0.71,0.0,1.23,0.19,0.19,0.12,0.64,0.25,0.38,0.45,0.12,0.0,1.75,0.06,0.06,1.03,1.36,0.32,0.51,0.0,1.16,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.12,0.0,0.06,0.06,0.0,0.0,0.01,0.143,0.0,0.276,0.184,0.01,9.821,485,2259,1,2,9.50419729614,1.89683108006,2.76698191466,4.39745861068,13.0648786613,2.30588055853,3.14976442524,6.18514697589,8.58367046203,0.0978863850782,0.688334722812,3.29429533776,2.5962746187,6.8763041749,7.50051999132,1.88146189161,0.105956256389,6.03186327583,6.5454171503,9.13436235241,3.23121068279,1.11467379646,2.83465431301,0.146050130977,1.62245309909,0.0827985448621
0.0,0.0,0.0,0.0,0.63,0.0,0.31,0.63,0.31,0.63,0.31,0.31,0.31,0.0,0.0,0.31,0.0,0.0,3.18,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.137,0.0,0.0,3.537,40,191,1,3,8.17957557469,1.77625433038,2.94704972097,4.13687294892,12.6605022964,2.13734418672,2.06583270978,5.69256196375,7.40253551244,0.0704131632626,0.60360595925,4.70870238151,2.66661660465,7.02750184876,7.73523539296,1.74581980522,0.103168926963,6.06944949901,6.31827812299,13.3308564759,3.44672158594,1.08234215292,2.90029371936,0.167818491104,2.20145558126,0.0890432498833
0.0,0.0,0.0,0.0,0.63,0.0,0.31,0.63,0.31,0.63,0.31,0.31,0.31,0.0,0.0,0.31,0.0,0.0,3.18,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.135,0.0,0.0,3.537,40,191,1,4,8.30548180555,1.34692612448,2.7424810996,3.84984922476,11.6340933607,2.12408053128,1.99900981846,6.14192894461,9.64120618981,0.107923586225,0.639455238636,4.28016005194,2.39517874818,6.02261098327,7.89584354157,1.51764260195,0.150453281315,6.52338373544,4.37970566726,8.55021225268,2.85215858836,1.04300651011,2.91917799775,0.167829588882,2.22447705716,0.0772634192246
0.0,0.0,0.0,0.0,1.85,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.0,3.0,15,54,1,5,9.26613049644,1.40528500706,2.71630561939,4.44469042345,11.4116964561,2.44918312682,2.03858603646,5.78997484316,8.31634812217,0.0993427135345,0.790732300119,4.2138308711,2.63800140357,6.96199641051,7.70313308133,1.90478397448,0.081988507203,5.72504311412,5.8317135839,9.03687893549,2.88937571739,1.11006920339,2.6037259241,0.163051034185,2.17057462465,0.0705298902721
0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.64,0.96,1.28,0.0,0.0,0.0,0.96,0.0,0.32,3.85,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.164,0.054,0.0,1.671,4,112,1,6,8.04327715905,1.41501850958,2.71822237359,4.33102012957,13.1822325402,2.29048756819,1.97155830554,5.8441198819,7.82657198538,0.0970272214027,0.58634588023,3.1851533217,2.40852718358,6.04565181481,8.99917967305,2.00102456803,0.127539008764,3.80401094127,5.73392133516,9.71933975834,2.92856318427,0.923303059404,2.56969920182,0.215162368655,2.05712766128,0.064256072611
0.0,0.0,0.0,0.0,1.88,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.0,0.0,2.45,11,49,1,7,4.07807848809,1.49387602079,2.7410220644,4.17471309225,13.2546655632,2.38540315251,2.22068149404,7.12364445226,6.44808582096,0.0998915996403,0.60767915896,4.30256705017,2.5842405071,6.01833764491,6.28655210226,1.59894241791,0.106472935632,5.90352654007,6.34361833441,8.98240623718,2.84594342199,1.30337719109,2.9715422015,0.183445319739,2.07856893715,0.0868099394991
0.15,0.0,0.46,0.0,0.61,0.0,0.3,0.0,0.92,0.76,0.76,0.92,0.0,0.0,0.0,0.0,0.0,0.15,1.23,3.53,2.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.181,0.203,0.022,9.744,445,1257,1,8,7.54814478018,1.39667608646,2.51750168548,4.84848683457,11.9179016202,2.31990945448,1.74166273449,5.40037094824,7.677664004,0.0993693972994,0.700640133976,4.51866768498,2.57384524638,6.96870447171,6.42819378741,1.35008200666,0.11244891168,6.48956776981,6.61743659932,9.78705337018,3.57855000202,1.03707090182,3.37784330179,0.266072969594,1.91566272726,0.0708513613082
0.06,0.12,0.77,0.0,0.19,0.32,0.38,0.0,0.06,0.0,0.0,0.64,0.25,0.0,0.12,0.0,0.0,0.12,1.67,0.06,0.71,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.244,0.081,0.0,1.729,43,749,1,9,6.17859839465,1.49128437749,2.6737317045,4.2449100623,13.997514312,2.46518008357,2.53481025676,5.80505172839,7.64737729973,0.09302660066,0.964536296975,3.43121007005,2.97937646182,8.07582827454,7.49246970853,1.77224492677,0.110682677383,6.09917484343,6.41176373136,7.31892049167,3.32520597876,1.17861203593,2.9367335301,0.154811059478,2.00778134918,0.0670115419486
