"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Mike Aviles  SS","5","0","2","0","0","0","5",".266",".304",".453",".757","13","8","-0.249","2.52","0.060","-0.309","-1.1","1","3",""
"Dustin Pedroia  2B","4","1","1","0","0","0","4",".307",".380",".496",".876","10","8","-0.048","1.57","0.063","-0.111","-0.2","3","1",""
"David Ortiz  DH","4","0","0","0","0","2","4",".359",".420",".650","1.069","14","10","-0.180","1.76","0.000","-0.180","-1.5","","",""
"Adrian Gonzalez  1B","4","0","1","3","0","1","4",".279",".341",".393",".734","12","9","0.174","1.44","0.251","-0.077","2.0","9","0","2B"
"Will Middlebrooks  3B","4","0","0","0","0","1","4",".346",".370",".846","1.217","16","11","-0.121","1.15","0.000","-0.121","-0.9","0","6",""
"Cody Ross  LF","4","0","1","0","0","0","4",".250",".308",".463",".771","23","14","0.048","1.39","0.115","-0.067","-0.2","1","1",""
"Darnell McDonald  PR","0","0","0","0","0","0","0",".182",".281",".364",".645","","","0.000","0.00","0.000","0.000","0.0","","",""
"Jarrod Saltalamacchia  C","3","0","1","0","1","1","4",".239",".276",".493",".769","19","11","0.188","1.59","0.214","-0.026","0.8","5","0","2B"
"Nick Punto  PR","0","0","0","0","0","0","0",".138",".297",".172",".470","","","0.000","0.00","0.000","0.000","0.0","","",""
"Marlon Byrd  CF","2","1","1","0","0","0","4",".192",".234",".202",".436","13","8","0.021","2.38","0.065","-0.044","0.3","1","0","HBP,SH"
"Ryan Sweeney  RF","4","1","1","0","0","1","4",".355",".384",".516",".900","22","13","-0.273","2.46","0.058","-0.331","-0.8","4","0",""
"","","","","","","","","","","","","","","","","","","","","",""
"Jon Lester  P","","","","","","","","","","","","","","","","","","","0","1",""
"Clayton Mortensen  P","","","","","","","","","","","","","","","","","","","0","1",""
