"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Mike Aviles  SS","5","1","2","2","0","0","5",".275",".303",".497",".800","25","20","0.184","0.59","0.198","-0.014","0.9","2","2","HR,GDP"
"Dustin Pedroia  2B","4","0","1","0","0","1","4",".301",".358",".474",".832","15","11","-0.054","0.55","0.001","-0.055","-0.6","1","4",""
"David Ortiz  1B","4","0","0","0","0","1","4",".335",".402",".606","1.009","9","8","-0.039","0.38","0.000","-0.039","-0.8","7","1",""
"Che-Hsuan Lin  RF","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Adrian Gonzalez  RF-1B","4","1","2","0","0","1","4",".272",".342",".414",".756","12","8","0.025","0.26","0.030","-0.005","-0.0","5","1",""
"Will Middlebrooks  3B","4","1","1","0","0","2","4",".275",".306",".580",".885","14","11","0.042","0.44","0.066","-0.024","0.4","0","3","2B"
"Jarrod Saltalamacchia  C","4","1","1","3","0","3","4",".282",".306",".583",".888","20","12","0.095","0.54","0.120","-0.025","1.3","6","0","HR"
"Daniel Nava  LF","3","0","0","0","1","0","4",".313",".477",".531","1.009","19","9","0.014","0.23","0.023","-0.009","-0.3","2","0",""
"Marlon Byrd  CF","4","1","1","0","0","1","4",".205",".238",".238",".476","16","11","0.027","0.33","0.033","-0.006","0.0","1","0",""
"Josh Beckett  P","3","0","1","0","0","1","3",".333",".333",".333",".667","8","6","-0.042","0.71","0.004","-0.046","-0.3","2","2",""
"Vicente Padilla  P","0","0","0","0","0","0","0",".000",".000",".000",".000","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Nick Punto  PH","0","0","0","0","1","0","1",".135",".298",".162",".460","6","2","0.001","0.02","0.001","0.000","0.1","","",""
"Alfredo Aceves  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","1","0",""
