"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Derek Holland","7.1","5","2","1","3","6","0","4.43","29","106","66","32","10","24","14","6","3","0","65","","","0.307","1.05","2.6"
"Mike Adams, BS (1)","0.2","1","0","0","0","1","0","2.31","3","9","6","3","2","1","2","0","0","0","","2","2","-0.229","3.82","-0.8"
"Alexi Ogando, W (1-0)","2","1","0","0","0","2","0","0.61","6","28","19","9","2","8","2","2","0","0","","0","0","0.261","2.26","0.9"
"Joe Nathan, S (7)","1","1","0","0","0","2","0","3.09","4","17","12","4","3","5","1","1","0","0","","0","0","0.037","1.20","0.5"
