"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Matt Harrison, W (2-0)","8","7","1","1","2","4","0","0.64","31","111","74","41","9","24","18","7","3","0","66","","","0.326","1.02","2.9"
"Alexi Ogando, S (1)","1","1","0","0","0","1","0","1.59","5","19","13","9","1","3","2","1","0","0","","0","0","0.039","2.00","0.5"
