"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Rich Harden, L (2-2)","5.2","5","4","4","3","7","1","4.63","26","114","72","38","14","20","6","10","2","0","47","","","-0.140","0.71","-1.4"
"Fautino De Los Santos","1.1","1","0","0","0","2","0","2.35","5","26","17","10","3","4","0","3","1","0","","0","0","0.022","0.20","0.5"
"Brian Fuentes","1","0","0","0","0","1","0","4.23","3","10","7","4","1","2","2","0","0","0","","0","0","0.012","0.15","0.5"
