"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Gio Gonzalez, L (9-7)","4.2","7","6","6","3","5","1","2.67","25","111","68","40","13","15","7","9","2","0","28","","","-0.359","1.01","-3.8"
"Fautino De Los Santos","1.1","0","0","0","1","3","0","1.54","5","25","16","8","5","3","1","0","0","0","","2","0","0.023","0.27","1.0"
"Brian Fuentes","1","1","0","0","0","1","0","4.39","4","16","10","7","1","2","1","2","1","0","","0","0","0.007","0.14","0.5"
"Joey Devine","1","1","1","1","0","1","0","3.52","4","15","10","4","2","4","3","0","0","0","","0","0","-0.027","0.30","-0.5"
