"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Josh Outman","7","5","1","1","3","2","0","1.29","28","102","69","48","7","14","10","13","1","0","62","","","0.308","1.19","2.2"
"Brian Fuentes, L (1-7)","0.1","0","1","1","1","0","0","5.06","2","10","6","2","1","3","1","0","0","0","","0","0","-0.002","2.26","-0.0"
"Michael Wuertz","0.2","2","2","2","1","1","0","2.13","5","19","10","4","4","2","1","2","0","0","","1","1","-0.367","1.27","-2.5"
