"Batting","AB","R","H","RBI","BB","SO","PA","BA","OBP","SLG","OPS","Pit","Str","WPA","aLI","WPA+","WPA-","RE24","PO","A","V22"
"Adam Eaton  CF","3","0","0","0","1","1","4",".241",".299",".358",".657","22","12","0.065","0.43","0.066","0.000","0.8","1","1",""
"Alexei Ramirez  SS","3","0","1","0","0","2","3",".237",".254",".316",".570","14","10","-0.055","0.75","0.000","-0.055","-0.4","1","4",""
"Jose Abreu  1B","3","0","0","0","0","1","3",".283",".339",".500",".839","11","7","-0.066","0.60","0.000","-0.066","-1.6","9","0","2·GDP"
"Avisail Garcia  RF","3","0","0","0","0","3","3",".280",".336",".420",".756","15","10","-0.025","0.31","0.000","-0.025","-0.6","1","1",""
"Melky Cabrera  LF","3","0","1","0","0","1","3",".241",".279",".278",".556","9","7","0.000","0.16","0.008","-0.008","0.0","0","0",""
"Junior Guerra  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Gordon Beckham  3B","3","0","0","0","0","1","3",".227",".291",".345",".636","12","10","-0.011","0.16","0.000","-0.011","-0.6","2","3",""
"Carlos Sanchez  2B","2","0","0","0","0","0","2",".149",".211",".184",".394","7","4","-0.020","0.34","0.000","-0.020","-0.7","2","2","GDP"
"Hector Noesi  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"J.B. Shuck  PH-LF","1","0","0","0","0","0","1",".281",".347",".313",".660","3","2","0.000","0.00","0.000","0.000","-0.1","0","0",""
"Tyler Flowers  C","3","0","0","0","0","1","3",".200",".239",".311",".551","14","9","-0.009","0.12","0.000","-0.009","-0.6","6","1",""
"Carlos Rodon  P","1","0","0","0","0","1","1",".000",".000",".000",".000","3","3","-0.004","0.16","0.000","-0.004","-0.1","0","1",""
"Daniel Webb  P","0","0","0","0","0","0","0","","","","","","","0.000","0.00","0.000","0.000","0.0","0","0",""
"Emilio Bonifacio  2B","2","0","0","0","0","2","2",".169",".194",".185",".379","10","7","-0.001","0.02","0.000","-0.001","-0.3","2","3",""
