"Pitching","IP","H","R","ER","BB","SO","HR","ERA","BF","Pit","Str","Ctct","StS","StL","GB","FB","LD","Unk","GSc","IR","IS","WPA","aLI","RE24"
"Scott Diamond","4.2","8","4","4","0","2","0","5.22","21","89","51","34","5","12","12","7","2","0","34","","","-0.227","1.13","-2.1"
"Casey Fien","1.1","0","0","0","0","2","0","5.06","4","18","14","7","4","3","1","1","1","0","","1","0","0.124","1.23","0.8"
"Josh Roenicke","1","1","0","0","1","0","0","3.04","5","20","11","7","0","4","2","2","0","0","","0","0","0.084","1.86","0.5"
"Jared Burton, H (12)","1","1","0","0","0","2","0","2.19","4","15","10","7","3","0","1","1","0","0","","0","0","0.134","3.04","0.5"
"Glen Perkins, BS (2)","1","2","1","1","1","1","0","3.38","7","29","17","10","2","5","2","2","2","0","","0","0","-0.315","4.71","-0.5"
"Anthony Swarzak","2","0","0","0","0","0","0","3.44","6","15","11","8","2","1","2","4","0","0","","0","0","0.257","1.74","0.9"
"Ryan Pressly, W (2-0)","2","0","0","0","0","3","0","1.37","6","20","14","7","5","2","0","3","1","0","","0","0","0.257","1.74","0.9"
"Brian Duensing, S (1)","1","1","0","0","0","0","0","3.60","4","12","8","5","0","3","2","2","2","0","","0","0","0.185","2.71","0.5"
